UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11
0030126W;BTS - Production - Electrotechnique - en apprentissage;32211025520;34;Apprentissage;16;32025520;32025520;FAUX;32211025520
0030126W;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;26;Apprentissage;16;32022711;32022711;FAUX;32211022711
0030888Z;BTS - Agricole - Technico-commercial - Spécialité produit de la filière bois;32212031201;21;Scolaire;25;32031201;32031201;FAUX;32212031201
0030905T;BTS - Production - Maintenance des matériels de construction et de manutention;32211025218;44;Scolaire;6;32025218;32025218;FAUX;32211025218
0030905T;BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage;32211025218;40;Apprentissage;6;32025218;32025218;FAUX;32211025218
0030905T;BTS - Production - Techniques et services en matériels agricoles;32211025213;175;Scolaire;6;32025213;32025213;FAUX;32211025213
0030905T;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;55;Apprentissage;6;32025213;32025213;FAUX;32211025213
0030907V;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;25;Apprentissage;18;32021014;32021014;FAUX;32212021014
0030908W;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;10;Apprentissage;15;32021014;32021014;FAUX;32212021014
0030925P;BTS - Services - Economie sociale familiale;32211033206;79;Scolaire;20;32033206;32033206;FAUX;32211033206
0030925P;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;17;Apprentissage;20;32033206;32033206;FAUX;32211033206
0030935A;BTS - Services - Banque conseiller de clientèle;32211031310;196;Scolaire;18;32031310;32031310;FAUX;32211031310
0030935A;BTS - Services - Commerce International;32211031215;111;Scolaire;18;32031215;32031215;FAUX;32211031215
0030935A;BTS - Services - Management Commercial Opérationnel;32211031213;169;Scolaire;24;32031213;32031213;FAUX;32211031213
0030935A;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033606;106;Scolaire;36;32033606;32033606;FAUX;32211033606
0030935A;BTS - Services - Tourisme;32211033426;137;Scolaire;48;32033426;32033426;FAUX;32211033426
0031024X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;33;Apprentissage;15;32031213;32031213;FAUX;32211031213
0031030D;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;8;Apprentissage;15;32025001;32025001;FAUX;32211025001
0031030D;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;13;Apprentissage;15;32020009;32020009;FAUX;32211020009
0031030D;BTS - Production - Electrotechnique - en apprentissage;32211025520;15;Apprentissage;15;32025520;32025520;FAUX;32211025520
0031030D;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;18;Apprentissage;15;32025014;32025014;FAUX;32211025014
0031041R;BTS - Services - Economie sociale familiale;32211033206;76;Scolaire;12;32033206;32033206;FAUX;32211033206
0031041R;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;45;Apprentissage;15;32033206;32033206;FAUX;32211033206
0031041R;BTS - Services - Gestion de la PME;32211031409;55;Scolaire;24;32031409;32031409;FAUX;32211031409
0031041R;BTS - Services - Gestion de la PME - en apprentissage;32211031409;28;Apprentissage;10;32031409;32031409;FAUX;32211031409
0031043T;BTS - Production - Maintenance des véhicules option voitures particulières;32211025215;192;Scolaire;30;32025215;32025215;FAUX;32211025215
0031043T;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;57;Apprentissage;10;32025215;32025215;FAUX;32211025215
0031067U;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;69;Apprentissage;24;32021401;32021401;FAUX;32212021401
0031067U;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;80;Apprentissage;24;32021014;32021014;FAUX;32212021014
0031067U;BTS - Agricole - productions animales - en apprentissage;32212021205;109;Apprentissage;24;32021205;32021205;FAUX;32212021205
0031082K;BTS - Services - Diététique;32211033103;837;Scolaire;24;32033103;32033103;FAUX;32211033103
0031082K;BTS - Services - Management en hôtellerie restauration;32211033422;99;Scolaire;24;32033422;32033422;FAUX;32211033422
0031082K;BTS - Services - Opticien-Lunetier;32211033107;385;Scolaire;29;32033107;32033107;FAUX;32211033107
0031082K;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;220;Apprentissage;18;32033107;32033107;FAUX;32211033107
0031127J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;107;Apprentissage;100;32031213;32031213;FAUX;32211031213
0031127J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;106;Apprentissage;100;32031212;32031212;FAUX;32211031212
0031131N;BTS - Services - Gestion de la PME - en apprentissage;32211031409;49;Apprentissage;40;32031409;32031409;FAUX;32211031409
0031131N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;102;Apprentissage;40;32031213;32031213;FAUX;32211031213
0031131N;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;68;Apprentissage;40;32031212;32031212;FAUX;32211031212
0040007L;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;22;Apprentissage;12;32025213;32025213;FAUX;32211025213
0040010P;BTS - Services - Management Commercial Opérationnel;32211031213;195;Scolaire;35;32031213;32031213;FAUX;32211031213
0040010P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;106;Apprentissage;5;32031213;32031213;FAUX;32211031213
0040023D;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;52;Apprentissage;30;32033422;32033422;FAUX;32211033422
0040027H;BTS - Services - Comptabilité et gestion;32211031408;169;Scolaire;24;32031408;32031408;FAUX;32211031408
0040056P;BTS - Agricole - productions animales;32212021205;223;Scolaire;24;32021205;32021205;FAUX;32212021205
0040161D;BTS - Production - Bâtiment - en apprentissage;32211023012;57;Apprentissage;20;32023012;32023012;FAUX;32211023012
0040161D;BTS - Services - Gestion de la PME - en apprentissage;32211031409;20;Apprentissage;20;32031409;32031409;FAUX;32211031409
0040161D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;37;Apprentissage;20;32031212;32031212;FAUX;32211031212
0040490L;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique;32211022709;92;Scolaire;15;32022709;32022709;FAUX;32211022709
0040490L;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;164;Scolaire;30;32022711;32022711;FAUX;32211022711
0040490L;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;80;Apprentissage;5;32022711;32022711;FAUX;32211022711
0040490L;BTS - Production - Métiers de l'eau;32211020114;267;Scolaire;24;32020114;32020114;FAUX;32211020114
0040490L;BTS - Production - Métiers de l'eau - en apprentissage;32211020114;32;Apprentissage;6;32020114;32020114;FAUX;32211020114
0040533H;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;305;Scolaire;24;32020111;32020111;FAUX;32211020111
0040533H;BTS - Production - Electrotechnique - en apprentissage;32211025520;50;Apprentissage;14;32025520;32025520;FAUX;32211025520
0040533H;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;56;Apprentissage;14;32022709;32022709;FAUX;32211022709
0040533H;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;201;Scolaire;15;32025014;32025014;FAUX;32211025014
0040533H;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;42;Apprentissage;4;32025014;32025014;FAUX;32211025014
0040548Z;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;30;Apprentissage;15;32031213;32031213;FAUX;32211031213
0040548Z;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;29;Apprentissage;15;32031212;32031212;FAUX;32211031212
0040548Z;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;12;Apprentissage;10;32032409;32032409;FAUX;32211032409
0040548Z;BTS - Services - Tourisme - en apprentissage;32211033426;45;Apprentissage;15;32033426;32033426;FAUX;32211033426
0040579H;BTS - Services - Assurance - en apprentissage;32211031311;25;Apprentissage;15;32031311;32031311;FAUX;32211031311
0040579H;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;22;Apprentissage;12;32031408;32031408;FAUX;32211031408
0040579H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;21;Apprentissage;12;32031409;32031409;FAUX;32211031409
0040579H;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;26;Apprentissage;12;32031212;32031212;FAUX;32211031212
0040579H;BTS - Services - Professions immobilières - en apprentissage;32211031309;51;Apprentissage;12;32031309;32031309;FAUX;32211031309
0040579H;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;22;Apprentissage;18;32032612;32032612;FAUX;32211032612
0040590V;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;53;Apprentissage;24;32021014;32021014;FAUX;32212021014
0040590V;BTS - Agricole - Gestion forestière - en apprentissage;32212021304;111;Apprentissage;12;32021304;32021304;FAUX;32212021304
0050003B;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;223;Scolaire;15;32025014;32025014;FAUX;32211025014
0050003B;BTS - Services - Gestion de la PME - en apprentissage;32211031409;13;Apprentissage;;32031409;32031409;FAUX;32211031409
0050003B;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;29;Apprentissage;;32031213;32031213;FAUX;32211031213
0050004C;BTS - Services - Tourisme;32211033426;416;Scolaire;35;32033426;32033426;FAUX;32211033426
0050004C;BTS - Services - Tourisme - en apprentissage;32211033426;64;Apprentissage;6;32033426;32033426;FAUX;32211033426
0050005D;BTS - Production - Systèmes constructifs bois et habitat;32211023412;125;Scolaire;16;32023412;32023412;FAUX;32211023412
0050005D;BTS - Production - Systèmes constructifs bois et habitat - en apprentissage;32211023412;67;Apprentissage;4;32023412;32023412;FAUX;32211023412
0050006E;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;476;Scolaire;40;32031212;32031212;FAUX;32211031212
0050006E;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;116;Apprentissage;;32031212;32031212;FAUX;32211031212
0050006E;BTS - Services - Services informatiques aux organisations;32211032612;638;Scolaire;35;32032612;32032612;FAUX;32211032612
0050007F;BTS - Production - Aéronautique - en apprentissage;32211025302;266;Apprentissage;;32025302;32025302;FAUX;32211025302
0050007F;BTS - Services - Gestion de la PME;32211031409;603;Scolaire;30;32031409;32031409;FAUX;32211031409
0050007F;BTS - Services - Gestion de la PME - en apprentissage;32211031409;50;Apprentissage;15;32031409;32031409;FAUX;32211031409
0050009H;BTS - Services - Professions immobilières - en apprentissage;32211031309;152;Apprentissage;;32031309;32031309;FAUX;32211031309
0050009H;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;189;Scolaire;15;32033002;32033002;FAUX;32211033002
0050012L;BTS - Agricole - Développement, animation des territoires ruraux - en apprentissage;32212030001;53;Apprentissage;16;32030001;32030001;FAUX;32212030001
0050012L;BTS - Agricole - Technico-commercial - Spécialité alimentation et boisson - en apprentissage;32212031205;17;Apprentissage;16;32031205;32031205;FAUX;32212031205
0050503V;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;30;Apprentissage;12;32025215;32025215;FAUX;32211025215
0050503V;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;70;Apprentissage;24;32031213;32031213;FAUX;32211031213
0050503V;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;40;Apprentissage;24;32031212;32031212;FAUX;32211031212
0050665W;BTS - Services - Gestion de la PME - en apprentissage;32211031409;40;Apprentissage;40;32031409;32031409;FAUX;32211031409
0050665W;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;58;Apprentissage;50;32031213;32031213;FAUX;32211031213
0050665W;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;43;Apprentissage;50;32031212;32031212;FAUX;32211031212
0060001U;BTS - Services - Assurance;32211031311;521;Scolaire;24;32031311;32031311;FAUX;32211031311
0060001U;BTS - Services - Banque conseiller de clientèle;32211031310;736;Scolaire;32;32031310;32031310;FAUX;32211031310
0060001U;BTS - Services - Comptabilité et gestion;32211031408;414;Scolaire;24;32031408;32031408;FAUX;32211031408
0060001U;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;782;Scolaire;24;32031212;32031212;FAUX;32211031212
0060001U;BTS - Services - Professions immobilières;32211031309;1141;Scolaire;24;32031309;32031309;FAUX;32211031309
0060001U;BTS - Services - Support à l'action managériale;32211032409;350;Scolaire;24;32032409;32032409;FAUX;32211032409
0060009C;BTS - Services - Management Commercial Opérationnel;32211031213;706;Scolaire;35;32031213;32031213;FAUX;32211031213
0060011E;BTS - Services - Métiers de l'audio-visuel opt : gestion de la production;32211032328;494;Scolaire;8;32032328;32032328;FAUX;32211032328
0060011E;BTS - Services - Métiers de l'audio-visuel opt : métiers de l'image;32211032329;1003;Scolaire;8;32032329;32032329;FAUX;32211032329
0060011E;BTS - Services - Métiers de l'audio-visuel opt : métiers du son;32211032330;690;Scolaire;8;32032330;32032330;FAUX;32211032330
0060011E;BTS - Services - Métiers de l'audio-visuel opt : montage et post-production;32211032332;863;Scolaire;8;32032332;32032332;FAUX;32211032332
0060011E;BTS - Services - Métiers de l'audio-visuel opt : techn. d'ingeniérie et exploit. équipements;32211032331;246;Scolaire;8;32032331;32032331;FAUX;32211032331
0060013G;BTS - Services - Commerce International;32211031215;1109;Scolaire;35;32031215;32031215;FAUX;32211031215
0060013G;BTS - Services - Communication - en apprentissage;32211032002;689;Apprentissage;15;32032002;32032002;FAUX;32211032002
0060013G;BTS - Services - Gestion des transports et logistique associée;32211031103;334;Scolaire;25;32031103;32031103;FAUX;32211031103
