UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;nb_apparitions
0030026M;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;19;Apprentissage;15;32022316;32022316;FAUX;32211022316;1
0030026M;BTS - Production - Conception et réalisation en chaudronnerie industrielle;32211025415;107;Scolaire;15;32025415;32025415;FAUX;32211025415;1
0030026M;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;49;Apprentissage;15;32025415;32025415;FAUX;32211025415;1
0030026M;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux;32211025521;155;Scolaire;15;32025521;32025521;FAUX;32211025521;1
0030026M;BTS - Production - Cybersécurité, Informatique et réseaux, ELectronique - Option B : Electronique et réseaux - en apprentissage;32211025521;42;Apprentissage;15;32025521;32025521;FAUX;32211025521;1
0030026M;BTS - Production - Métiers de la chimie;32211022208;822;Scolaire;24;32022208;32022208;FAUX;32211022208;1
0030026M;BTS - Production - Métiers de la chimie - en apprentissage;32211022208;81;Apprentissage;15;32022208;32022208;FAUX;32211022208;1
0030026M;BTS - Services - Comptabilité et gestion;32211031408;319;Scolaire;18;32031408;32031408;FAUX;32211031408;1
0030026M;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;63;Apprentissage;15;32031408;32031408;FAUX;32211031408;1
0030026M;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;674;Scolaire;30;32031216;32031216;FAUX;32211031216;1
0030026M;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;56;Apprentissage;15;32031216;32031216;FAUX;32211031216;1
0030026M;BTS - Services - Gestion de la PME;32211031409;265;Scolaire;35;32031409;32031409;FAUX;32211031409;1
0030026M;BTS - Services - Gestion de la PME - en apprentissage;32211031409;76;Apprentissage;15;32031409;32031409;FAUX;32211031409;1
0030038A;BTS - Production - Electrotechnique;32211025520;65;Scolaire;14;32025520;32025520;FAUX;32211025520;1
0030038A;BTS - Production - Electrotechnique - en apprentissage;32211025520;39;Apprentissage;3;32025520;32025520;FAUX;32211025520;1
0030038A;BTS - Services - Comptabilité et gestion;32211031408;392;Scolaire;38;32031408;32031408;FAUX;32211031408;1
0030038A;BTS - Services - Management Commercial Opérationnel;32211031213;858;Scolaire;37;32031213;32031213;FAUX;32211031213;1
0030051P;BTS - Production - Assistance technique d'ingénieur;32211025001;218;Scolaire;15;32025001;32025001;FAUX;32211025001;1
0030051P;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;23;Apprentissage;2;32025001;32025001;FAUX;32211025001;1
0030051P;BTS - Production - Développement et Réalisation Bois;32211023411;111;Scolaire;14;32023411;32023411;FAUX;32211023411;1
0030051P;BTS - Production - Développement et Réalisation Bois - en apprentissage;32211023411;64;Apprentissage;3;32023411;32023411;FAUX;32211023411;1
0030051P;BTS - Production - Etude et réalisation d'agencement;32211023305;472;Scolaire;15;32023305;32023305;FAUX;32211023305;1
0030051P;BTS - Services - Collaborateur juriste notarial;32211034502;700;Scolaire;18;32034502;32034502;FAUX;32211034502;1
0030051P;BTS - Services - Communication;32211032003;2375;Scolaire;35;32032003;32032003;FAUX;32211032003;1
0030051P;BTS - Services - Négociation et digitalisation de la Relation Client;32211031212;664;Scolaire;34;32031212;32031212;FAUX;32211031212;1
0030051P;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;92;Apprentissage;1;32031212;32031212;FAUX;32211031212;1
0030051P;BTS - Services - Services informatiques aux organisations;32211032612;225;Scolaire;24;32032612;32032612;FAUX;32211032612;1
0030051P;BTS - Services - Support à l'action managériale;32211032409;149;Scolaire;18;32032409;32032409;FAUX;32211032409;1
0030051P;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;38;Apprentissage;3;32032409;32032409;FAUX;32211032409;1
0030094L;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole;32212021014;140;Scolaire;22;32021014;32021014;FAUX;32212021014;1
0030094L;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;314;Scolaire;19;32030001;32030001;FAUX;32212030001;1
0030124U;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;79;Apprentissage;20;32031213;32031213;FAUX;32211031213;1
0030124U;BTS - Services - Métiers de la coiffure - en apprentissage;32211033607;10;Apprentissage;10;32033607;32033607;FAUX;32211033607;1
0030124U;BTS - Services - Métiers des Services à l'environnement - en apprentissage;32211034304;12;Apprentissage;10;32034304;32034304;FAUX;32211034304;1
0030124U;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;46;Apprentissage;15;32031212;32031212;FAUX;32211031212;1
0030126W;BTS - Production - Bâtiment - en apprentissage;32211023012;26;Apprentissage;8;32023012;32023012;FAUX;32211023012;1
0030126W;BTS - Production - Electrotechnique - en apprentissage;32211025520;35;Apprentissage;16;32025520;32025520;FAUX;32211025520;1
0030126W;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;26;Apprentissage;16;32022711;32022711;FAUX;32211022711;1
0030888Z;BTS - Agricole - Gestion forestière - en apprentissage;32212021304;56;Apprentissage;8;32021304;32021304;FAUX;32212021304;1
0030888Z;BTS - Agricole - Technico-commercial - Spécialité produit de la filière bois;32212031201;31;Scolaire;22;32031201;32031201;FAUX;32212031201;1
0030888Z;BTS - Agricole - Technico-commercial - Spécialité produit de la filière bois - en apprentissage;32212031201;15;Apprentissage;8;32031201;32031201;FAUX;32212031201;1
0030905T;BTS - Production - Maintenance des matériels de construction et de manutention;32211025218;62;Scolaire;6;32025218;32025218;FAUX;32211025218;1
0030905T;BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage;32211025218;45;Apprentissage;6;32025218;32025218;FAUX;32211025218;1
0030905T;BTS - Production - Techniques et services en matériels agricoles;32211025213;80;Scolaire;6;32025213;32025213;FAUX;32211025213;1
0030905T;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;71;Apprentissage;6;32025213;32025213;FAUX;32211025213;1
0030907V;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;27;Apprentissage;20;32021014;32021014;FAUX;32212021014;1
0030908W;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;19;Apprentissage;30;32021014;32021014;FAUX;32212021014;1
0030925P;BTS - Services - Economie sociale familiale;32211033206;42;Scolaire;25;32033206;32033206;FAUX;32211033206;1
0030925P;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;39;Apprentissage;25;32033206;32033206;FAUX;32211033206;1
0030935A;BTS - Services - Banque conseiller de clientèle;32211031310;104;Scolaire;18;32031310;32031310;FAUX;32211031310;1
0030935A;BTS - Services - Banque conseiller de clientèle - en apprentissage;32211031310;39;Apprentissage;2;32031310;32031310;FAUX;32211031310;1
0030935A;BTS - Services - Commerce International;32211031215;143;Scolaire;18;32031215;32031215;FAUX;32211031215;1
0030935A;BTS - Services - Management Commercial Opérationnel;32211031213;135;Scolaire;24;32031213;32031213;FAUX;32211031213;1
0030935A;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033608;71;Scolaire;30;32033608;32033608;FAUX;32211033608;1
0030935A;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie - en apprentissage;32211033608;54;Apprentissage;6;32033608;32033608;FAUX;32211033608;1
0030935A;BTS - Services - Tourisme;32211033426;171;Scolaire;48;32033426;32033426;FAUX;32211033426;1
0030935A;BTS - Services - Tourisme - en apprentissage;32211033426;61;Apprentissage;6;32033426;32033426;FAUX;32211033426;1
0031024X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;63;Apprentissage;15;32031213;32031213;FAUX;32211031213;1
0031030D;BTS - Production - Assistance technique d'ingénieur - en apprentissage;32211025001;10;Apprentissage;15;32025001;32025001;FAUX;32211025001;1
0031030D;BTS - Production - Conception de produits industriels - en apprentissage;32211020009;24;Apprentissage;15;32020009;32020009;FAUX;32211020009;1
0031030D;BTS - Production - Electrotechnique - en apprentissage;32211025520;25;Apprentissage;15;32025520;32025520;FAUX;32211025520;1
0031030D;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;26;Apprentissage;15;32025014;32025014;FAUX;32211025014;1
0031041R;BTS - Services - Economie sociale familiale;32211033206;69;Scolaire;12;32033206;32033206;FAUX;32211033206;1
0031041R;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;31;Apprentissage;15;32033206;32033206;FAUX;32211033206;1
0031041R;BTS - Services - Gestion de la PME;32211031409;120;Scolaire;24;32031409;32031409;FAUX;32211031409;1
0031041R;BTS - Services - Gestion de la PME - en apprentissage;32211031409;25;Apprentissage;10;32031409;32031409;FAUX;32211031409;1
0031043T;BTS - Production - Maintenance des véhicules option voitures particulières;32211025215;273;Scolaire;30;32025215;32025215;FAUX;32211025215;1
0031043T;BTS - Production - Maintenance des véhicules option voitures particulières - en apprentissage;32211025215;59;Apprentissage;10;32025215;32025215;FAUX;32211025215;1
0031067U;BTS - Agricole - Aménagements paysagers - en apprentissage;32212021401;56;Apprentissage;24;32021401;32021401;FAUX;32212021401;1
0031067U;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;95;Apprentissage;40;32021014;32021014;FAUX;32212021014;1
0031067U;BTS - Agricole - Développement, animation des territoires ruraux - en apprentissage;32212030001;19;Apprentissage;24;32030001;32030001;FAUX;32212030001;1
0031067U;BTS - Agricole - productions animales - en apprentissage;32212021205;60;Apprentissage;24;32021205;32021205;FAUX;32212021205;1
0031082K;BTS - Services - Diététique;32211033103;685;Scolaire;24;32033103;32033103;FAUX;32211033103;1
0031082K;BTS - Services - Management en hôtellerie restauration;32211033422;90;Scolaire;24;32033422;32033422;FAUX;32211033422;1
0031082K;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;38;Apprentissage;5;32033422;32033422;FAUX;32211033422;1
0031082K;BTS - Services - Opticien-Lunetier;32211033107;552;Scolaire;30;32033107;32033107;FAUX;32211033107;1
0031082K;BTS - Services - Opticien-Lunetier - en apprentissage;32211033107;210;Apprentissage;18;32033107;32033107;FAUX;32211033107;1
0031127J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;91;Apprentissage;150;32031213;32031213;FAUX;32211031213;1
0031127J;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;94;Apprentissage;150;32031212;32031212;FAUX;32211031212;1
0031131N;BTS - Services - Gestion de la PME - en apprentissage;32211031409;25;Apprentissage;40;32031409;32031409;FAUX;32211031409;1
0031131N;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;63;Apprentissage;40;32031213;32031213;FAUX;32211031213;1
0031131N;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;77;Apprentissage;40;32031212;32031212;FAUX;32211031212;1
0031138W;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;66;Apprentissage;40;32031213;32031213;FAUX;32211031213;1
0040007L;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;29;Apprentissage;7;32025213;32025213;FAUX;32211025213;1
0040010P;BTS - Services - Management Commercial Opérationnel;32211031213;1454;Scolaire;35;32031213;32031213;FAUX;32211031213;1
0040010P;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;144;Apprentissage;15;32031213;32031213;FAUX;32211031213;1
0040011R;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;74;Apprentissage;15;32031216;32031216;FAUX;32211031216;1
0040023D;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;52;Apprentissage;30;32033422;32033422;FAUX;32211033422;1
0040027H;BTS - Services - Comptabilité et gestion;32211031408;907;Scolaire;24;32031408;32031408;FAUX;32211031408;1
0040056P;BTS - Agricole - productions animales;32212021205;218;Scolaire;24;32021205;32021205;FAUX;32212021205;1
0040161D;BTS - Production - Bâtiment - en apprentissage;32211023012;58;Apprentissage;20;32023012;32023012;FAUX;32211023012;1
0040161D;BTS - Services - Gestion de la PME - en apprentissage;32211031409;25;Apprentissage;20;32031409;32031409;FAUX;32211031409;1
0040161D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;32;Apprentissage;20;32031212;32031212;FAUX;32211031212;1
0040490L;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique;32211022709;245;Scolaire;15;32022709;32022709;FAUX;32211022709;1
0040490L;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants;32211022711;87;Scolaire;15;32022711;32022711;FAUX;32211022711;1
0040490L;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;42;Apprentissage;5;32022711;32022711;FAUX;32211022711;1
0040490L;BTS - Production - Métiers de l'eau;32211020114;370;Scolaire;27;32020114;32020114;FAUX;32211020114;1
0040490L;BTS - Production - Métiers de l'eau - en apprentissage;32211020114;33;Apprentissage;6;32020114;32020114;FAUX;32211020114;1
0040533H;BTS - Production - Conception et Réalisation de Systèmes Automatiques;32211020111;191;Scolaire;24;32020111;32020111;FAUX;32211020111;1
0040533H;BTS - Production - Conception et Réalisation de Systèmes Automatiques - en apprentissage;32211020111;27;Apprentissage;4;32020111;32020111;FAUX;32211020111;1
0040533H;BTS - Production - Electrotechnique - en apprentissage;32211025520;51;Apprentissage;14;32025520;32025520;FAUX;32211025520;1
0040533H;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;78;Apprentissage;14;32022709;32022709;FAUX;32211022709;1
0040533H;BTS - Production - Maintenance des systèmes - option A Systèmes de production;32211025014;105;Scolaire;15;32025014;32025014;FAUX;32211025014;1
0040533H;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;43;Apprentissage;4;32025014;32025014;FAUX;32211025014;1
0040548Z;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;28;Apprentissage;15;32031213;32031213;FAUX;32211031213;1
0040548Z;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;36;Apprentissage;15;32031212;32031212;FAUX;32211031212;1
0040548Z;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;7;Apprentissage;15;32032409;32032409;FAUX;32211032409;1
0040548Z;BTS - Services - Tourisme - en apprentissage;32211033426;31;Apprentissage;15;32033426;32033426;FAUX;32211033426;1
0040579H;BTS - Services - Assurance - en apprentissage;32211031311;21;Apprentissage;15;32031311;32031311;FAUX;32211031311;1
0040579H;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;33;Apprentissage;18;32031408;32031408;FAUX;32211031408;1
0040579H;BTS - Services - Gestion de la PME - en apprentissage;32211031409;36;Apprentissage;18;32031409;32031409;FAUX;32211031409;1
0040579H;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;33;Apprentissage;12;32031212;32031212;FAUX;32211031212;1
0040579H;BTS - Services - Professions immobilières - en apprentissage;32211031309;56;Apprentissage;16;32031309;32031309;FAUX;32211031309;1
0040579H;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;17;Apprentissage;12;32032612;32032612;FAUX;32211032612;1
0040589U;BTS - Agricole - Gestion et maitrise de l'eau - en apprentissage;32212034302;26;Apprentissage;15;32034302;32034302;FAUX;32212034302;1
0040589U;BTS - Production - Bioqualité - en apprentissage;32211022106;25;Apprentissage;;32022106;32022106;FAUX;32211022106;1
0040590V;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;60;Apprentissage;24;32021014;32021014;FAUX;32212021014;1
