UAI;LIBELLÉFORMATION;MEFSTAT11_old;NB_VOEUX_CONFIRMES;STATUT;CAPACITEPSUP;CFD;CFD rectifié;Rectif;MEFSTAT11;;
0922794M;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;474;Apprentissage;60;32031213;32031213;FALSE;32211031213;;
0922794M;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;308;Apprentissage;35;32031212;32031212;FALSE;32211031212;;
0595778K;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;34;Apprentissage;;32031212;32031212;FALSE;32211031212;;
0353009F;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;66;Apprentissage;15;32031408;32031408;FALSE;32211031408;;
0442092K;BTS - Maritime - Mécatronique Navale;32211025013;149;Scolaire;12;32025013;32025013;FALSE;32211025013;;
0641934E;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;168;Apprentissage;25;32031212;32031212;FALSE;32211031212;;
0641664L;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;23;Apprentissage;16;32025015;32025011;TRUE;32211025011;;
0241242V;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;34;Apprentissage;30;32031408;32031408;FALSE;32211031408;;
0241197W;BTS - Services - Gestion de la PME - en apprentissage;32211031409;42;Apprentissage;30;32031409;32031409;FALSE;32211031409;;
0241197W;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;54;Apprentissage;30;32031212;32031212;FALSE;32211031212;;
0131485U;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033606;101;Scolaire;18;32033606;32033606;FALSE;32211033606;;
0320557G;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;574;Scolaire;12;32031216;32031216;FALSE;32211031216;;
0540082W;BTS - Services - Etudes de réalisation d'un projet de communication - 1ère année commune;32211032209;283;Scolaire;24;32032209;32032209;FALSE;32211032209;;
0161002C;BTS - Agricole - Technico-commercial - Spécialité vins, bières et spiritueux - en apprentissage;32212031202;35;Apprentissage;30;32331202;32331202;FALSE;32212031202;;
0791005N;BTS - Agricole - Développement, animation des territoires ruraux - en apprentissage;32212030001;29;Apprentissage;10;32330001;32330001;FALSE;32212030001;;
0500017X;BTS - Production - Conception et réalisation en chaudronnerie industrielle - en apprentissage;32211025415;81;Apprentissage;12;32025415;32025415;FALSE;32211025415;;
0500087Y;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;130;Apprentissage;24;32025213;32025213;FALSE;32211025213;;
0720048L;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques;32211025015;150;Scolaire;11;32025015;32025011;TRUE;32211025011;;
0332550T;BTS - Production - Fluide, énergie, domotique - option C domotique et bâtiment communicants - en apprentissage;32211022711;102;Apprentissage;14;32022711;32022711;FALSE;32211022711;;
0330018R;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;203;Apprentissage;15;32022709;32022709;FALSE;32211022709;;
0133244F;BTS - Production - Electrotechnique - en apprentissage;32211025520;163;Apprentissage;18;32025520;32025520;FALSE;32211025520;;
0561810N;BTS - Production - Travaux publics - en apprentissage;32211023107;110;Apprentissage;14;32023107;32023107;FALSE;32211023107;;
0801743K;BTS - Services - Assurance - en apprentissage;32211031311;42;Apprentissage;14;32031311;32031311;FALSE;32211031311;;
0133645S;BTS - Production - Travaux publics - en apprentissage;32211023107;103;Apprentissage;18;32023107;32023107;FALSE;32211023107;;
0781023N;BTS - Agricole - Gestion et protection de la nature;32212021308;209;Scolaire;21;32321308;32321308;FALSE;32212021308;;
0721476N;BTS - Agricole - Analyse, conduite et stratégie de l'entreprise agricole - en apprentissage;32212021014;90;Apprentissage;24;32321014;32321014;FALSE;32212021014;;
0881449X;BTS - Agricole - productions animales - en apprentissage;32212021205;43;Apprentissage;20;32321205;32321205;FALSE;32212021205;;
0772824B;BTS - Production - Electrotechnique - en apprentissage;32211025520;72;Apprentissage;24;32025520;32025520;FALSE;32211025520;;
0331882S;BTS - Services - Gestion des transports et logistique associée;32211031103;586;Scolaire;35;32031103;32031103;FALSE;32211031103;;
0400007R;BTS - Production - Systèmes numériques - Option informatique et réseaux;32211020112;223;Scolaire;15;32020112;32020112;FALSE;32211020112;;
0400097N;BTS - Production - Bâtiment;32211023012;395;Scolaire;15;32023012;32023012;FALSE;32211023012;;
0470038L;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques;32211025015;119;Scolaire;15;32025015;32025011;TRUE;32211025011;;
9740987E;BTS - Production - Finitions, aménagement des bâtiments: conception et réalisation - en apprentissage;32211023306;35;Apprentissage;4;32023306;32023306;FALSE;32211023306;;
0332814E;BTS - Production - Maintenance des systèmes - option B Systèmes énergétiques et fluidiques - en apprentissage;32211025015;50;Apprentissage;12;32025015;32025011;TRUE;32211025011;;
0333206F;BTS - Production - Environnement nucléaire - en apprentissage;32211034303;70;Apprentissage;10;32034303;32034303;FALSE;32211034303;;
0040533H;BTS - Production - Electrotechnique - en apprentissage;32211025520;50;Apprentissage;14;32025520;32025520;FALSE;32211025520;;
0450810L;BTS - Production - Finitions, aménagement des bâtiments: conception et réalisation - en apprentissage;32211023306;69;Apprentissage;;32023306;32023306;FALSE;32211023306;;
0881709E;BTS - Agricole - Gestion et protection de la nature - en apprentissage;32212021308;171;Apprentissage;24;32321308;32321308;FALSE;32212021308;;
0690698J;BTS - Services - Photographie;32211032325;435;Scolaire;14;32032325;32032325;FALSE;32211032325;;
0240079F;BTS - Services - Commerce International;32211031215;153;Scolaire;22;32031215;32031215;FALSE;32211031215;;
0820016X;BTS - Services - Economie sociale familiale;32211033206;662;Scolaire;18;32033206;32033204;TRUE;32211033204;;
0771914M;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;239;Apprentissage;60;32031212;32031212;FALSE;32211031212;;
0600001A;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;518;Apprentissage;18;32031213;32031213;FALSE;32211031213;;
0311341P;BTS - Production - Electrotechnique - en apprentissage;32211025520;55;Apprentissage;20;32025520;32025520;FALSE;32211025520;;
0332813D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;529;Apprentissage;120;32031213;32031213;FALSE;32211031213;;
0332813D;BTS - Services - Support à l'action managériale - en apprentissage;32211032409;129;Apprentissage;24;32032409;32032409;FALSE;32211032409;;
0332813D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;403;Apprentissage;48;32031212;32031212;FALSE;32211031212;;
0721094Y;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;35;Apprentissage;4;32022316;32022316;FALSE;32211022316;;
0740009H;BTS - Services - Banque conseiller de clientèle (Seconde année possible en apprentissage);32211031310;352;Scolaire;15;32031310;32031310;FALSE;32211031310;;
0692866R;BTS - Production - Fluide, énergie, domotique - option B froid et conditionnement d'air - en apprentissage;32211022710;349;Apprentissage;15;32022710;32022710;FALSE;32211022710;;
0720033V;BTS - Services - Prothésiste dentaire - en apprentissage;32211033110;253;Apprentissage;14;32033110;32033110;FALSE;32211033110;;
0070021K;BTS - Services - Tourisme (Seconde année possible en apprentissage);32211033426;295;Scolaire;31;32033426;32033426;FALSE;32211033426;;
0881672P;BTS - Services - Tourisme - en apprentissage;32211033426;41;Apprentissage;15;32033426;32033426;FALSE;32211033426;;
9710090W;BTS - Services - Conseil et commercialisation de solutions techniques;32211031216;226;Scolaire;28;32031216;32031216;FALSE;32211031216;;
0580582T;BTS - Agricole - Développement, animation des territoires ruraux;32212030001;114;Scolaire;19;32330001;32330001;FALSE;32212030001;;
0860005N;BTS - Production - Conception et industrialisation en microtechniques - en apprentissage;32211025005;33;Apprentissage;5;32025005;32025005;FALSE;32211025005;;
0342091N;BTS - Services - Support à l'action managériale;32211032409;277;Scolaire;30;32032409;32032409;FALSE;32211032409;;
0342091N;BTS - Services - Management Commercial Opérationnel;32211031213;567;Scolaire;33;32031213;32031213;FALSE;32211031213;;
0342091N;BTS - Services - Services informatiques aux organisations;32211032612;544;Scolaire;30;32032612;32032612;FALSE;32211032612;;
0171405K;BTS - Services - Management en hôtellerie restauration - en apprentissage;32211033422;240;Apprentissage;23;32033422;32033422;FALSE;32211033422;;
0170052P;BTS - Production - Maintenance des matériels de construction et de manutention - en apprentissage;32211025218;25;Apprentissage;15;32025218;32025218;FALSE;32211025218;;
0342091N;BTS - Services - Comptabilité et gestion;32211031408;342;Scolaire;33;32031408;32031408;FALSE;32211031408;;
0641934E;BTS - Services - Gestion de la PME - en apprentissage;32211031409;72;Apprentissage;30;32031409;32031409;FALSE;32211031409;;
9840465H;BTS - Services - Services informatiques aux organisations;32211032612;87;Scolaire;16;32032612;32032612;FALSE;32211032612;;
0340042L;BTS - Services - Prothésiste dentaire;32211033110;808;Scolaire;15;32033110;32033110;FALSE;32211033110;;
0670084C;BTS - Services - Métiers de l'esthétique-cosmétique-parfumerie;32211033606;660;Scolaire;30;32033606;32033606;FALSE;32211033606;;
0342156J;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;153;Apprentissage;;32031213;32031213;FALSE;32211031213;;
0070071P;BTS - Services - Gestion de la PME;32211031409;94;Scolaire;15;32031409;32031409;FALSE;32211031409;;
0070071P;BTS - Services - Support à l'action managériale;32211032409;82;Scolaire;15;32032409;32032409;FALSE;32211032409;;
0730763H;BTS - Services - Commerce International;32211031215;347;Scolaire;24;32031215;32031215;FALSE;32211031215;;
0280904F;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;37;Apprentissage;;32022709;32022709;FALSE;32211022709;;
0551031X;BTS - Production - Maintenance des systèmes - option A Systèmes de production - en apprentissage;32211025014;13;Apprentissage;24;32025014;32025010;TRUE;32211025010;;
0881711G;BTS - Services - Economie sociale familiale - en apprentissage;32211033206;37;Apprentissage;25;32033206;32033204;TRUE;32211033204;;
0672736K;BTS - Services - Gestion de la PME - en apprentissage;32211031409;252;Apprentissage;50;32031409;32031409;FALSE;32211031409;;
0931796X;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;421;Apprentissage;64;32031213;32031213;FALSE;32211031213;;
9741380G;BTS - Services - Service et prestation des secteurs sanitaire et social;32211033002;469;Scolaire;18;32033002;32033001;TRUE;32211033001;;
0771997C;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;599;Apprentissage;15;32032612;32032612;FALSE;32211032612;;
0940126B;BTS - Production - Fluide, énergie, domotique - option A génie climatique et fluidique - en apprentissage;32211022709;298;Apprentissage;12;32022709;32022709;FALSE;32211022709;;
0791088D;BTS - Services - Gestion de la PME - en apprentissage;32211031409;25;Apprentissage;25;32031409;32031409;FALSE;32211031409;;
0791088D;BTS - Services - Management Commercial Opérationnel - en apprentissage;32211031213;56;Apprentissage;25;32031213;32031213;FALSE;32211031213;;
0791088D;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;71;Apprentissage;20;32031212;32031212;FALSE;32211031212;;
0640124M;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;19;Apprentissage;19;32031212;32031212;FALSE;32211031212;;
0763150L;BTS - Production - Conception des processus de réalisation de produits (1ère année commune) - en apprentissage;32211022316;37;Apprentissage;24;32022316;32022316;FALSE;32211022316;;
9741206T;BTS - Production - Finitions, aménagement des bâtiments: conception et réalisation;32211023306;137;Scolaire;16;32023306;32023306;FALSE;32211023306;;
0590121L;BTS - Production - Electrotechnique - en apprentissage;32211025520;175;Apprentissage;13;32025520;32025520;FALSE;32211025520;;
0690671E;BTS - Services - Conseil et commercialisation de solutions techniques - en apprentissage;32211031216;129;Apprentissage;16;32031216;32031216;FALSE;32211031216;;
0492407A;BTS - Services - Prothésiste orthésiste;32311033104;514;Scolaire;24;32033104;32033104;FALSE;32311033104;;
0780762E;BTS - Production - Maintenance des véhicules option véhicules de transport routier - en apprentissage;32211025216;38;Apprentissage;20;32025216;32025216;FALSE;32211025216;;
0850130E;BTS - Services - Management en hôtellerie restauration;32211033422;95;Scolaire;18;32033422;32033422;FALSE;32211033422;;
0912263R;BTS - Services - Comptabilité et gestion - en apprentissage;32211031408;183;Apprentissage;50;32031408;32031408;FALSE;32211031408;;
0912263R;BTS - Services - Négociation et digitalisation de la Relation Client - en apprentissage;32211031212;415;Apprentissage;32;32031212;32031212;FALSE;32211031212;;
0912263R;BTS - Services - Professions immobilières - en apprentissage;32211031309;475;Apprentissage;36;32031309;32031309;FALSE;32211031309;;
0912263R;BTS - Services - Services informatiques aux organisations - en apprentissage;32211032612;197;Apprentissage;40;32032612;32032612;FALSE;32211032612;;
0912364A;BTS - Production - Techniques et services en matériels agricoles - en apprentissage;32211025213;27;Apprentissage;12;32025213;32025213;FALSE;32211025213;;
