Etablissement d'accueil;Sigle de l'établissement d'accueil;Libellé de l'établissement d'accueil;Commune de l'établissement d'accueil;Département de l'établissement d'accueil;Libellé voie d’orientation;Mnémonique MEF national de rattachement;Code spécialité du MEF national de rattachement;MEF STAT 11;Libellé du MEF national de rattachement;Type de MEF;Code Ministère;Secteur ;Palier minimum autorisé pour la saisie du voeu;Voeu de recensement O/N;Statut Offre de formation;Capacité carte scolaire;Capacité d'affectation;Taux de pression (Total demandes vœux 1 / Capacité carte scolaire);Demandes vœux 1;Demandes tous vœux;Affectés voeu 1;Affectés tous vœux
7200599N;LPA;DE BORGO;BORGO;HAUTE-CORSE;CAP;1CAP2A;21130.0;23211021130;1CAP2A METIERS DE L'AGRICULTURE;National;AGRICULTURE;PUBLIC;3eme;N;AP;999;999;0;4;13;0;0
7200599N;LPA;DE BORGO;BORGO;HAUTE-CORSE;CAP;1CAP2A;21237.0;23211021237;1CAP2A PALEFRENIER SOIGNEUR;National;AGRICULTURE;PUBLIC;3eme;N;AP;999;999;0;1;4;0;0
7200599N;LPA;DE BORGO;BORGO;HAUTE-CORSE;CAP;1CAP2A;21405.0;23211021405;1CAP2A JARDINIER PAYSAGISTE;National;AGRICULTURE;PUBLIC;3eme;N;AP;999;999;0,01;9;23;0;0
7200599N;LPA;DE BORGO;BORGO;HAUTE-CORSE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21112.0;23811021112;2DPROA PRODUCTIONS;National;AGRICULTURE;PUBLIC;3eme;N;ST;14;14;1;14;17;13;14
7200599N;LPA;DE BORGO;BORGO;HAUTE-CORSE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;21404.0;23811021404;2DPROA NATURE JARDIN PAYSAGE FORET;National;AGRICULTURE;PUBLIC;3eme;N;ST;19;19;0,79;15;24;15;19
7200599N;LPA;DE BORGO;BORGO;HAUTE-CORSE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2DPROA;33001.0;23811033001;2DPROA SERV PERS TERRIT;National;AGRICULTURE;PUBLIC;3eme;N;ST;14;14;0,57;8;20;8;10
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;22137.0;23210022137;1CAP2  BOULANGER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;2;3;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;22141.0;23210022141;1CAP2  PATISSIER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;3;9;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;22143.0;23210022143;1CAP2  BOUCHER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;3;6;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;22145.0;23210022145;1CAP2  CHOCOLATERIE-CONFISERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;2;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;22146.0;23210022146;1CAP2  CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;4;6;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;22714.0;23210022714;1CAP2  INSTALL. FROID CONDITIONN. D'AIR;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;2;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;22715.0;23210022715;1CAP2  MONTEUR INSTALLATIONS THERMIQUES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;3;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;23224.0;23210023224;1CAP2  MACON;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;2;8;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;23324.0;23210023324;1CAP2  MONTEUR INSTALLATIONS SANITAIRES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;5;11;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;23327.0;23210023327;1CAP2  PEINTRE APPLICATEUR REVETEMENTS;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;1;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;23329.0;23210023329;1CAP2  MENUISIER ALUMINIUM-VERRE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;0;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;23445.0;23210023445;1CAP2  EBENISTE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;0;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;23447.0;23210023447;1CAP2  MENUISIER FABRICANT;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;4;6;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;23449.0;23210023449;1CAP2  MENUISIER INSTALLATEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;2;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;25225.0;23210025225;1CAP2  MAINT.VEHIC.OPT.VEHIC.LEGERS;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;6;13;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;25227.0;23210025227;1CAP2  MAINT.VEHIC.OPT.MOTOCYCLES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;3;8;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;25440.0;23210025440;1CAP2  CARROSSIER AUTOMOBILE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;8;13;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;25441.0;23210025441;1CAP2  PEINTRE AUTOMOBILE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;2;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;25524.0;23210025524;1CAP2  ELECTRICIEN;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;10;18;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;5;11;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;33205.0;23210033205;1CAP2  ACCOMPAG. EDUCATIF PETITE ENFANCE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;9;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;33413.0;23210033413;1CAP2  COMMER.SERV.HOTEL-CAFE-RESTAURANT;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;3;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;33615.0;23210033615;1CAP2  ESTHETIQUE COSMETIQUE PARFUMERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;3;11;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;CAP;1CAP2;33616.0;23210033616;1CAP2  METIERS DE LA COIFFURE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;4;6;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;22106.0;23810022106;2NDPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;2;3;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;30004.0;23810030004;2NDPRO ASSISTANC.GEST.ORGANIS.ACTIVITES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;3;0;0
7200675W;OF CFA FURIANI;HAUTE CORSE;FURIANI;HAUTE-CORSE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33403.0;23810033403;2NDPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;1;0;0
7200123W;LPO;DE BALAGNE;L'ILE-ROUSSE;HAUTE-CORSE;1ERE PROFESSIONNELLE;1ERPRO;22106.0;23820022106;1ERPRO CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;0,92;11;11;11;11
7200123W;LPO;DE BALAGNE;L'ILE-ROUSSE;HAUTE-CORSE;1ERE PROFESSIONNELLE;1ERPRO;25223.0;23820025223;1ERPRO MAINTENANCE NAUTIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;3;0;0;0;0;0
7200123W;LPO;DE BALAGNE;L'ILE-ROUSSE;HAUTE-CORSE;1ERE PROFESSIONNELLE;1ERPRO;33403.0;23820033403;1ERPRO COMMERC. SERVICES EN RESTAURATION;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;12;12;0,75;9;9;9;9
7200123W;LPO;DE BALAGNE;L'ILE-ROUSSE;HAUTE-CORSE;CAP;1CAP2;25224.0;23210025224;1CAP2  MAINTENANCE NAUTIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;AP;999;999;0;3;6;0;0
7200123W;LPO;DE BALAGNE;L'ILE-ROUSSE;HAUTE-CORSE;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;12;1,17;14;24;11;12
7200123W;LPO;DE BALAGNE;L'ILE-ROUSSE;HAUTE-CORSE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25223.0;23810025223;2NDPRO MAINTENANCE NAUTIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;12;12;0,67;8;26;8;12
7200123W;LPO;DE BALAGNE;L'ILE-ROUSSE;HAUTE-CORSE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33404.0;23810033404;2NDPRO MET.HOTEL.-RESTAUR. 2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;0,54;13;29;13;16
7200719U;LPO;DU FIUM'ORBU;PRUNELLI-DI-FIUMORBO;HAUTE-CORSE;CAP;1CAP2;31224.0;23210031224;1CAP2  EQUIPIER POLYVALENT DU COMMERCE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;0,67;10;23;10;13
Total établissements sélectionnés - département HAUTE-CORSE;;;;;;;;;;;;;;;;66253;65377;0,04;2378;3520;2087;2223
0313228R;LPO;LYDIE SALVAYRE;AUTERIVE;HAUTE-GARONNE;CAP;1CAP2;33002.0;23210033002;1CAP2  AGENT ACCOMPAGNANT AU GRAND AGE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;1,27;19;40;12;15
0313228R;LPO;LYDIE SALVAYRE;AUTERIVE;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;33007.0;23810033007;2NDPRO ACCOMP. SOINS-SERVICES PERSONNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;30;30;1,43;43;164;17;30
0311334G;LPO LYC METIER;EDMOND ROSTAND;BAGNERES-DE-LUCHON;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;23406.0;23820023406;1ERPRO TECHNICIEN DE SCIERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;0,67;10;10;10;10
0311334G;LPO LYC METIER;EDMOND ROSTAND;BAGNERES-DE-LUCHON;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;23406.0;23820023406;1ERPRO TECHNICIEN DE SCIERIE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;O;AP;999;999;0;0;0;0;0
0311334G;LPO LYC METIER;EDMOND ROSTAND;BAGNERES-DE-LUCHON;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;23407.0;23820023407;1ERPRO TECHNIC.FAB.BOIS ET MATERX ASSOC.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;15;15;0,67;10;14;10;10
0311334G;LPO LYC METIER;EDMOND ROSTAND;BAGNERES-DE-LUCHON;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;23407.0;23820023407;1ERPRO TECHNIC.FAB.BOIS ET MATERX ASSOC.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;O;AP;999;999;0;0;0;0;0
0311334G;LPO LYC METIER;EDMOND ROSTAND;BAGNERES-DE-LUCHON;HAUTE-GARONNE;CAP;1CAP2;23446.0;23210023446;1CAP2  CHARPENTIER BOIS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;AP;999;999;0;0;2;0;0
0311334G;LPO LYC METIER;EDMOND ROSTAND;BAGNERES-DE-LUCHON;HAUTE-GARONNE;CAP;1CAP2;23446.0;23210023446;1CAP2  CHARPENTIER BOIS;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;15;15;0,47;7;18;7;13
0311334G;LPO LYC METIER;EDMOND ROSTAND;BAGNERES-DE-LUCHON;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;23404.0;23810023404;2NDPRO TECHNICIEN CONSTRUCTEUR BOIS;Affectation;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;30;30;0,4;12;29;12;16
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25303.0;23820025303;1ERPRO AERONAUTIQUE OPTION SYSTEMES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;AP;999;999;0;2;3;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25304.0;23820025304;1ERPRO AERONAUTIQUE OPTION STRUCTURE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;AP;999;999;0;0;1;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;CAP;1CAP2;25437.0;23210025437;1CAP2  REAL.IND.CHAUD.SOUD. OP.A CHAUDR.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;2;5;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;CAP;1CAP2;25438.0;23210025438;1CAP2  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;3;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;CAP;1CAP2;25524.0;23210025524;1CAP2  ELECTRICIEN;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;4;13;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25012.0;23810025012;2NDPRO MAINTENANCE SYST.PRODUC.CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;2;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25014.0;23810025014;2NDPRO TEC.REAL.PR.MEC.OP.REAL.SUIV.PRO.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;2;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25303.0;23810025303;2NDPRO AERONAUTIQUE OPTION SYSTEMES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;15;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25411.0;23810025411;2NDPRO TECH.CHAUDRONNERIE INDUSTRIELLE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;5;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25517.0;23810025517;2NDPRO MET.FROID & ENERGIES RENOUVEL.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;0;3;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25519.0;23810025519;2NDPRO CYBER.INFORM.&RESEAUX ELECTRON.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;2;25;0;0
0311716X;OF-CFA;INDUSTRIE MIDI-PYRENEES;BEAUZELLE;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25520.0;23810025520;2NDPRO METIERS ELECT. ENVIRON. CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;3;11;0;0
0312945H;OF-CFA;CTRE FORMATION TOULOUSE BES...;BESSIERES;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1CAP1;23121.0;23110023121;1CAP1  COND.ENGINS TVX PUBLICS&CARRIERES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;AP;999;999;0;1;2;0;0
0312945H;OF-CFA;CTRE FORMATION TOULOUSE BES...;BESSIERES;HAUTE-GARONNE;CAP;1CAP2;23123.0;23210023123;1CAP2  COND.ENGINS TVX PUBLICS&CARRIERES;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,02;20;49;0;0
0312945H;OF-CFA;CTRE FORMATION TOULOUSE BES...;BESSIERES;HAUTE-GARONNE;CAP;1CAP2;25222.0;23210025222;1CAP2  MAINT.MATERIELS OPT.B CONS.MANUT.;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;6;12;0;0
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25012.0;23820025012;1ERPRO MAINTENANCE SYST.PRODUC.CONNECTES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,33;32;61;20;24
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25014.0;23820025014;1ERPRO TEC.REAL.PR.MEC.OP.REAL.SUIV.PRO.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;0,58;14;33;14;24
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25302.0;23820025302;1ERPRO AERONAUTIQUE OPTION AVIONIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;0;2;0;0
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25302.0;23820025302;1ERPRO AERONAUTIQUE OPTION AVIONIQUE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,04;25;106;17;24
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25303.0;23820025303;1ERPRO AERONAUTIQUE OPTION SYSTEMES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;3;4;0;0
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25303.0;23820025303;1ERPRO AERONAUTIQUE OPTION SYSTEMES;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;2,29;55;112;22;24
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25304.0;23820025304;1ERPRO AERONAUTIQUE OPTION STRUCTURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;AP;999;999;0;2;3;0;0
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1ERPRO;25304.0;23820025304;1ERPRO AERONAUTIQUE OPTION STRUCTURE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;2nde;N;ST;24;24;1,33;32;113;20;24
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20103.0;23810020103;2NDPRO MET.REAL.ENS.MEC.IND.2NDE COMMUNE;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;1,29;31;194;10;24
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;20104.0;23810020104;2NDPRO MET.PIL.MAINT.INST.AUTO.2NDE COMM;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;24;24;0,54;13;215;4;24
0312686B;LPO LYC METIER;SAINT-EXUPERY;BLAGNAC;HAUTE-GARONNE;SECONDE PRO BACPRO 3ANS / 1E ANNEE BEP;2NDPRO;25307.0;23810025307;2NDPRO MET. DE L'AERONAUTIQUE 2NDE COMM.;National;MINISTERE DE L'EDUCATION NATIONALE;PUBLIC;3eme;N;ST;72;72;3,19;230;480;54;72
0311717Y;OF-CFA;COMMERCE ET SERVICES;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1CAP1;22138.0;23110022138;1CAP1  GLACIER-FABRICANT;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;AP;999;999;0;0;0;0;0
0311717Y;OF-CFA;COMMERCE ET SERVICES;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1CAP1;22146.0;23110022146;1CAP1  CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;AP;999;999;0;2;6;0;0
0311717Y;OF-CFA;COMMERCE ET SERVICES;BLAGNAC;HAUTE-GARONNE;1ERE PROFESSIONNELLE;1CAP1;31223.0;23110031223;1CAP1  FLEURISTE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;2nde;N;AP;999;999;0;2;3;0;0
0311717Y;OF-CFA;COMMERCE ET SERVICES;BLAGNAC;HAUTE-GARONNE;CAP;1CAP2;22140.0;23210022140;1CAP2  CREMIER-FROMAGER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;1;0;0
0311717Y;OF-CFA;COMMERCE ET SERVICES;BLAGNAC;HAUTE-GARONNE;CAP;1CAP2;22141.0;23210022141;1CAP2  PATISSIER;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;6;24;0;0
0311717Y;OF-CFA;COMMERCE ET SERVICES;BLAGNAC;HAUTE-GARONNE;CAP;1CAP2;22142.0;23210022142;1CAP2  PROD.SERV.REST. (RAPID,COLL,CAFE);National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,01;6;18;0;0
0311717Y;OF-CFA;COMMERCE ET SERVICES;BLAGNAC;HAUTE-GARONNE;CAP;1CAP2;22146.0;23210022146;1CAP2  CUISINE;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0,03;27;56;0;0
0311717Y;OF-CFA;COMMERCE ET SERVICES;BLAGNAC;HAUTE-GARONNE;CAP;1CAP2;31222.0;23210031222;1CAP2  PRIMEUR;National;MINISTERE DE L'EDUCATION NATIONALE;PRIVE;3eme;N;AP;999;999;0;1;2;0;0
