id;millesime;code_region_ij;code_region;voie;cfd;mefstat11;nb_annee_term;nb_en_emploi_12_mois;nb_en_emploi_18_mois;nb_en_emploi_24_mois;nb_en_emploi_6_mois;nb_poursuite_etudes;nb_sortant;taux_emploi_12_mois;taux_emploi_18_mois;taux_emploi_24_mois;taux_emploi_6_mois;taux_poursuite_etudes
2020_2021_07_scolaire_23220025433;2020_2021;07;01;scolaire;;23220025433;19;1;2;4;0;7;12;;;;;
2020_2021_07_scolaire_23830033403;2020_2021;07;01;scolaire;;23830033403;54;9;8;10;7;31;23;39;35;43;30;57
2020_2021_07_scolaire_32221034304;2020_2021;07;01;scolaire;;32221034304;21;4;5;6;4;6;15;;;;;29
2020_2021_07_scolaire_23220023318;2020_2021;07;01;scolaire;;23220023318;15;0;0;1;0;3;12;;;;;
2020_2021_07_scolaire_23220023222;2020_2021;07;01;scolaire;;23220023222;27;2;1;1;0;13;14;;;;;48
2020_2021_07_scolaire_32221032329;2020_2021;07;01;scolaire;;32221032329;8;2;1;3;0;2;6;;;;;
2020_2021_07_scolaire_32221032610;2020_2021;07;01;scolaire;;32221032610;67;6;19;17;3;18;49;12;39;35;6;27
2020_2021_07_scolaire_32221033420;2020_2021;07;01;scolaire;;32221033420;24;4;6;8;2;9;15;;;;;38
2020_2021_07_scolaire_23830033003;2020_2021;07;01;scolaire;;23830033003;136;14;12;21;10;76;60;23;20;35;17;56
2020_2021_07_scolaire_23220033610;2020_2021;07;01;scolaire;;23220033610;41;1;1;2;1;23;18;;;;;56
2020_2021_07_scolaire_23830031108;2020_2021;07;01;scolaire;;23830031108;32;5;7;8;2;17;15;;;;;53
2020_2021_07_scolaire_23220023441;2020_2021;07;01;scolaire;;23220023441;53;3;6;10;1;30;23;13;26;43;4;57
2020_2021_07_scolaire_23830031210;2020_2021;07;01;scolaire;;23830031210;151;12;15;13;11;92;59;20;25;22;19;61
2020_2021_07_scolaire_23220023324;2020_2021;07;01;scolaire;;23220023324;54;6;7;5;1;26;28;21;25;18;4;48
2020_2021_07_scolaire_32221033425;2020_2021;07;01;scolaire;;32221033425;20;9;9;5;7;7;13;;;;;35
2020_2021_07_scolaire_32221033604;2020_2021;07;01;scolaire;;32221033604;26;9;10;13;7;2;24;38;42;54;29;8
2020_2021_07_scolaire_32221033103;2020_2021;07;01;scolaire;;32221033103;34;10;12;13;4;6;28;36;43;46;14;18
2020_2021_07_scolaire_23830023004;2020_2021;07;01;scolaire;;23830023004;19;1;0;0;1;15;4;;;;;
2020_2021_07_scolaire_32221025215;2020_2021;07;01;scolaire;;32221025215;22;13;12;13;7;4;18;;;;;18
2020_2021_07_scolaire_23830033603;2020_2021;07;01;scolaire;;23830033603;74;20;16;17;9;27;47;43;34;36;19;36
2020_2021_07_scolaire_23220025223;2020_2021;07;01;scolaire;;23220025223;13;0;1;1;0;6;7;;;;;
2020_2021_07_scolaire_23830031206;2020_2021;07;01;scolaire;;23830031206;169;19;26;17;13;88;81;23;32;21;16;52
2020_2021_07_scolaire_23830025408;2020_2021;07;01;scolaire;;23830025408;19;4;5;6;2;5;14;;;;;
2020_2021_07_scolaire_23220024240;2020_2021;07;01;scolaire;;23220024240;58;2;2;2;0;36;22;9;9;9;0;62
2020_2021_07_scolaire_23830023003;2020_2021;07;01;scolaire;;23830023003;44;4;7;9;6;20;24;17;29;38;25;45
2020_2021_07_scolaire_32221020008;2020_2021;07;01;scolaire;;32221020008;91;22;33;28;17;23;68;32;49;41;25;25
2020_2021_07_scolaire_23220033412;2020_2021;07;01;scolaire;;23220033412;55;1;5;2;3;37;18;;;;;67
2020_2021_07_scolaire_32221033204;2020_2021;07;01;scolaire;;32221033204;45;10;15;11;8;11;34;29;44;32;24;24
2020_2021_07_scolaire_32221032328;2020_2021;07;01;scolaire;;32221032328;7;0;1;2;0;3;4;;;;;
2020_2021_07_scolaire_23910033501;2020_2021;07;01;scolaire;;23910033501;53;6;14;17;7;19;34;18;41;50;21;36
2020_2021_07_scolaire_32221025216;2020_2021;07;01;scolaire;;32221025216;18;10;13;17;9;0;18;;;;;
2020_2021_07_scolaire_32221033426;2020_2021;07;01;scolaire;;32221033426;30;7;11;11;6;12;18;;;;;40
2020_2021_07_scolaire_32221031408;2020_2021;07;01;scolaire;;32221031408;159;31;35;40;29;89;70;44;50;57;41;56
2020_2021_07_scolaire_23910024201;2020_2021;07;01;scolaire;;23910024201;20;1;3;2;0;8;12;;;;;40
2020_2021_07_scolaire_23830025406;2020_2021;07;01;scolaire;;23830025406;19;2;2;4;1;6;13;;;;;
2020_2021_07_scolaire_23830022104;2020_2021;07;01;scolaire;;23830022104;21;4;4;4;3;14;7;;;;;67
2020_2021_07_scolaire_23830030001;2020_2021;07;01;scolaire;;23830030001;433;36;40;38;19;286;147;24;27;26;13;66
2020_2021_07_scolaire_23830025509;2020_2021;07;01;scolaire;;23830025509;101;14;18;18;8;44;57;25;32;32;14;44
2020_2021_07_scolaire_23220025219;2020_2021;07;01;scolaire;;23220025219;14;0;0;3;0;7;7;;;;;
2020_2021_07_scolaire_32221031103;2020_2021;07;01;scolaire;;32221031103;14;9;8;6;9;1;13;;;;;
2020_2021_07_scolaire_32221025515;2020_2021;07;01;scolaire;;32221025515;65;26;21;21;18;15;50;52;42;42;36;23
2020_2021_07_scolaire_23220022129;2020_2021;07;01;scolaire;;23220022129;38;3;4;5;3;15;23;13;17;22;13;39
2020_2021_07_scolaire_23830025009;2020_2021;07;01;scolaire;;23830025009;114;25;28;36;23;33;81;31;35;44;28;29
2020_2021_07_scolaire_23830033004;2020_2021;07;01;scolaire;;23830033004;105;17;18;20;9;42;63;27;29;32;14;40
2020_2021_07_scolaire_23830025513;2020_2021;07;01;scolaire;;23830025513;52;5;7;7;2;35;17;;;;;67
2020_2021_07_scolaire_23830023203;2020_2021;07;01;scolaire;;23830023203;45;7;4;7;7;20;25;28;16;28;28;44
2020_2021_07_scolaire_23910025207;2020_2021;07;01;scolaire;;23910025207;3;;;;;;;;;;;
2020_2021_07_scolaire_23830033602;2020_2021;07;01;scolaire;;23830033602;3;;;;;;;;;;;
2020_2021_07_apprentissage_32022710;2020_2021;07;01;apprentissage;32022710;;8;6;6;6;5;0;8;;;;;
2020_2021_07_apprentissage_32023107;2020_2021;07;01;apprentissage;32023107;;10;2;3;3;2;5;5;;;;;
2020_2021_07_apprentissage_32025215;2020_2021;07;01;apprentissage;32025215;;9;6;6;8;6;0;9;;;;;
2020_2021_07_apprentissage_32025515;2020_2021;07;01;apprentissage;32025515;;16;11;11;11;13;1;15;;;;;
2020_2021_07_apprentissage_32025516;2020_2021;07;01;apprentissage;32025516;;1;;;;;;;;;;;
2020_2021_07_apprentissage_32031103;2020_2021;07;01;apprentissage;32031103;;1;;;;;;;;;;;
2020_2021_07_apprentissage_32031209;2020_2021;07;01;apprentissage;32031209;;62;30;28;31;23;6;56;54;50;55;41;10
2020_2021_07_apprentissage_32031212;2020_2021;07;01;apprentissage;32031212;;34;15;13;13;10;5;29;52;45;45;34;15
2020_2021_07_apprentissage_32031213;2020_2021;07;01;apprentissage;32031213;;48;18;20;20;13;10;38;47;53;53;34;21
2020_2021_07_apprentissage_32031310;2020_2021;07;01;apprentissage;32031310;;26;11;6;7;12;7;19;;;;;27
2020_2021_07_apprentissage_32031408;2020_2021;07;01;apprentissage;32031408;;23;8;7;7;5;12;11;;;;;52
2020_2021_07_apprentissage_32031409;2020_2021;07;01;apprentissage;32031409;;27;12;8;9;11;6;21;57;38;43;52;22
2020_2021_07_apprentissage_32032332;2020_2021;07;01;apprentissage;32032332;;2;;;;;;;;;;;
2020_2021_07_apprentissage_32032409;2020_2021;07;01;apprentissage;32032409;;15;6;6;7;4;4;11;;;;;
2020_2021_07_apprentissage_32032610;2020_2021;07;01;apprentissage;32032610;;3;;;;;;;;;;;
2020_2021_07_apprentissage_32032611;2020_2021;07;01;apprentissage;32032611;;3;;;;;;;;;;;
2020_2021_07_apprentissage_32033001;2020_2021;07;01;apprentissage;32033001;;24;12;7;8;4;3;21;57;33;38;19;12
2020_2021_07_apprentissage_32033107;2020_2021;07;01;apprentissage;32033107;;23;13;12;12;13;9;14;;;;;39
2020_2021_07_apprentissage_32330001;2020_2021;07;01;apprentissage;32330001;;6;1;1;0;0;0;6;;;;;
2020_2021_07_apprentissage_40022106;2020_2021;07;01;apprentissage;40022106;;1;;;;;;;;;;;
2020_2021_07_apprentissage_40025214;2020_2021;07;01;apprentissage;40025214;;1;;;;;;;;;;;
2020_2021_07_apprentissage_40025219;2020_2021;07;01;apprentissage;40025219;;1;;;;;;;;;;;
2020_2021_07_apprentissage_40025509;2020_2021;07;01;apprentissage;40025509;;1;;;;;;;;;;;
2020_2021_07_apprentissage_40031202;2020_2021;07;01;apprentissage;40031202;;2;;;;;;;;;;;
2020_2021_07_apprentissage_40333002;2020_2021;07;01;apprentissage;40333002;;9;;;;;9;;;;;;
2020_2021_07_apprentissage_44633505;2020_2021;07;01;apprentissage;44633505;;8;2;3;3;4;1;7;;;;;
2020_2021_07_apprentissage_44633506;2020_2021;07;01;apprentissage;44633506;;20;9;8;9;6;3;17;;;;;15
2020_2021_07_apprentissage_45022108;2020_2021;07;01;apprentissage;45022108;;4;;;;;;;;;;;
2020_2021_07_apprentissage_45022109;2020_2021;07;01;apprentissage;45022109;;11;5;5;4;4;1;10;;;;;
2020_2021_07_apprentissage_45023408;2020_2021;07;01;apprentissage;45023408;;3;;;;;;;;;;;
2020_2021_07_apprentissage_45023409;2020_2021;07;01;apprentissage;45023409;;4;;;;;;;;;;;
2020_2021_07_apprentissage_45025516;2020_2021;07;01;apprentissage;45025516;;5;2;3;4;1;0;5;;;;;
2020_2021_07_apprentissage_45033104;2020_2021;07;01;apprentissage;45033104;;63;38;35;37;39;18;45;84;78;82;87;29
2020_2021_07_apprentissage_45033608;2020_2021;07;01;apprentissage;45033608;;32;13;10;12;9;3;29;45;34;41;31;9
2020_2021_07_apprentissage_50022129;2020_2021;07;01;apprentissage;50022129;;7;4;3;4;2;0;7;;;;;
2020_2021_07_apprentissage_50022135;2020_2021;07;01;apprentissage;50022135;;13;2;4;3;1;5;8;;;;;
2020_2021_07_apprentissage_50022136;2020_2021;07;01;apprentissage;50022136;;27;10;12;17;8;4;23;43;52;74;35;15
2020_2021_07_apprentissage_50022137;2020_2021;07;01;apprentissage;50022137;;68;19;23;28;19;18;50;38;46;56;38;26
2020_2021_07_apprentissage_50022139;2020_2021;07;01;apprentissage;50022139;;59;20;20;18;11;10;49;41;41;37;22;17
2020_2021_07_apprentissage_50022141;2020_2021;07;01;apprentissage;50022141;;46;13;12;16;13;16;30;43;40;53;43;35
2020_2021_07_apprentissage_50022714;2020_2021;07;01;apprentissage;50022714;;13;3;3;6;2;1;12;;;;;
2020_2021_07_apprentissage_50023002;2020_2021;07;01;apprentissage;50023002;;1;;;;;;;;;;;
2020_2021_07_apprentissage_50023319;2020_2021;07;01;apprentissage;50023319;;3;;;;;;;;;;;
2020_2021_07_apprentissage_50023324;2020_2021;07;01;apprentissage;50023324;;13;6;4;3;2;0;13;;;;;
2020_2021_07_apprentissage_50023327;2020_2021;07;01;apprentissage;50023327;;1;;;;;;;;;;;
2020_2021_07_apprentissage_50023439;2020_2021;07;01;apprentissage;50023439;;21;8;10;7;5;4;17;;;;;19
2020_2021_07_apprentissage_50023441;2020_2021;07;01;apprentissage;50023441;;11;1;1;0;2;4;7;;;;;
2020_2021_07_apprentissage_50025218;2020_2021;07;01;apprentissage;50025218;;39;13;13;16;11;2;37;35;35;43;30;5
2020_2021_07_apprentissage_50025431;2020_2021;07;01;apprentissage;50025431;;2;;;;;;;;;;;
2020_2021_07_apprentissage_50025433;2020_2021;07;01;apprentissage;50025433;;26;9;5;6;7;4;22;41;23;27;32;15
2020_2021_07_apprentissage_50025434;2020_2021;07;01;apprentissage;50025434;;10;2;2;5;1;2;8;;;;;
2020_2021_07_apprentissage_50025524;2020_2021;07;01;apprentissage;50025524;;8;2;2;1;1;2;6;;;;;
2020_2021_07_apprentissage_50031123;2020_2021;07;01;apprentissage;50031123;;8;2;4;4;1;1;7;;;;;
2020_2021_07_apprentissage_50031214;2020_2021;07;01;apprentissage;50031214;;11;3;4;3;3;2;9;;;;;
2020_2021_07_apprentissage_50031219;2020_2021;07;01;apprentissage;50031219;;2;;;;;;;;;;;
2020_2021_07_apprentissage_50033204;2020_2021;07;01;apprentissage;50033204;;8;;;;;8;;;;;;
2020_2021_07_apprentissage_50033412;2020_2021;07;01;apprentissage;50033412;;17;3;5;4;1;5;12;;;;;
2020_2021_07_apprentissage_50033610;2020_2021;07;01;apprentissage;50033610;;21;4;3;5;2;9;12;;;;;43
2020_2021_07_apprentissage_50033615;2020_2021;07;01;apprentissage;50033615;;9;4;4;3;3;0;9;;;;;
2020_2021_07_apprentissage_50033616;2020_2021;07;01;apprentissage;50033616;;27;2;3;4;1;15;12;;;;;56
2020_2021_07_apprentissage_50034307;2020_2021;07;01;apprentissage;50034307;;1;;;;;;;;;;;
2020_2021_07_apprentissage_50321010;2020_2021;07;01;apprentissage;50321010;;10;2;2;1;2;2;8;;;;;
2020_2021_07_apprentissage_50321405;2020_2021;07;01;apprentissage;50321405;;17;4;2;3;2;0;17;;;;;
2020_2021_07_apprentissage_50333003;2020_2021;07;01;apprentissage;50333003;;27;4;8;8;2;5;22;18;36;36;9;19
2020_2021_07_apprentissage_55322103;2020_2021;07;01;apprentissage;55322103;;2;;;;;;;;;;;
2020_2021_07_apprentissage_36T31201;2020_2021;07;01;apprentissage;36T31201;;25;8;8;7;7;6;19;;;;;24
2020_2021_07_apprentissage_56J33502;2020_2021;07;01;apprentissage;56J33502;;6;4;4;3;4;0;6;;;;;
2020_2021_07_apprentissage_36T31502;2020_2021;07;01;apprentissage;36T31502;;5;3;3;3;2;1;4;;;;;
2020_2021_07_apprentissage_36C3120V;2020_2021;07;01;apprentissage;36C3120V;;40;15;11;14;14;12;28;54;39;50;50;30
2020_2021_07_apprentissage_46T31203;2020_2021;07;01;apprentissage;46T31203;;13;4;4;5;5;0;13;;;;;
2020_2021_07_apprentissage_46T31101;2020_2021;07;01;apprentissage;46T31101;;5;4;2;2;4;1;4;;;;;
2020_2021_07_apprentissage_36T32302;2020_2021;07;01;apprentissage;36T32302;;13;0;0;0;0;0;13;;;;;
2020_2021_07_apprentissage_46T32401;2020_2021;07;01;apprentissage;46T32401;;6;0;0;0;0;0;6;;;;;
2020_2021_07_apprentissage_36C3120G;2020_2021;07;01;apprentissage;36C3120G;;17;4;4;4;5;8;9;;;;;
2020_2021_07_apprentissage_36T31001;2020_2021;07;01;apprentissage;36T31001;;5;1;1;0;1;2;3;;;;;
2020_2021_07_apprentissage_36C3240B;2020_2021;07;01;apprentissage;36C3240B;;19;6;5;7;8;3;16;;;;;
2020_2021_07_apprentissage_36X31208;2020_2021;07;01;apprentissage;36X31208;;13;;;;;13;;;;;;
2020_2021_07_apprentissage_36T23201;2020_2021;07;01;apprentissage;36T23201;;3;;;;;;;;;;;
2020_2021_07_apprentissage_36M33601;2020_2021;07;01;apprentissage;36M33601;;4;;;;;;;;;;;
2020_2021_07_apprentissage_36T20101;2020_2021;07;01;apprentissage;36T20101;;3;;;;;;;;;;;
2020_2021_07_apprentissage_36T31401;2020_2021;07;01;apprentissage;36T31401;;2;;;;;;;;;;;
2020_2021_07_apprentissage_56T33402;2020_2021;07;01;apprentissage;56T33402;;4;;;;;;;;;;;
2020_2021_07_apprentissage_56T31201;2020_2021;07;01;apprentissage;56T31201;;4;;;;;;;;;;;
2020_2021_07_apprentissage_36T32603;2020_2021;07;01;apprentissage;36T32603;;1;;;;;;;;;;;
2020_2021_07_apprentissage_46T3120A;2020_2021;07;01;apprentissage;46T3120A;;2;;;;;;;;;;;
2020_2021_07_apprentissage_46T22701;2020_2021;07;01;apprentissage;46T22701;;1;;;;;;;;;;;
2020_2021_07_apprentissage_46T25501;2020_2021;07;01;apprentissage;46T25501;;2;;;;;;;;;;;
2020_2021_07_apprentissage_46T32403;2020_2021;07;01;apprentissage;46T32403;;3;;;;;;;;;;;
2020_2021_07_apprentissage_36T31501;2020_2021;07;01;apprentissage;36T31501;;1;;;;;;;;;;;
2020_2021_07_apprentissage_36T31203;2020_2021;07;01;apprentissage;36T31203;;3;;;;;;;;;;;
2020_2021_07_apprentissage_36T32402;2020_2021;07;01;apprentissage;36T32402;;4;;;;;;;;;;;
2020_2021_07_apprentissage_36X20001;2020_2021;07;01;apprentissage;36X20001;;4;;;;;;;;;;;
2020_2021_07_apprentissage_36T32201;2020_2021;07;01;apprentissage;36T32201;;1;;;;;;;;;;;
2020_2021_07_apprentissage_56J33501;2020_2021;07;01;apprentissage;56J33501;;3;;;;;;;;;;;
2020_2021_07_apprentissage_36T32604;2020_2021;07;01;apprentissage;36T32604;;1;;;;;;;;;;;
2020_2021_07_apprentissage_46T32402;2020_2021;07;01;apprentissage;46T32402;;3;;;;;;;;;;;
2020_2021_07_apprentissage_36T32401;2020_2021;07;01;apprentissage;36T32401;;1;;;;;;;;;;;
2021_2022_07_scolaire_23220033615;2021_2022;07;01;scolaire;;23220033615;57;13;;;16;15;42;31;;;38;26
2021_2022_07_scolaire_23220022510;2021_2022;07;01;scolaire;;23220022510;12;1;;;1;6;6;;;;;
2021_2022_07_scolaire_23830023404;2021_2022;07;01;scolaire;;23830023404;16;2;;;2;7;9;;;;;
2021_2022_07_scolaire_23830032303;2021_2022;07;01;scolaire;;23830032303;25;0;;;2;14;11;;;;;56
2021_2022_07_scolaire_32221033424;2021_2022;07;01;scolaire;;32221033424;22;11;;;8;8;14;;;;;36
2021_2022_07_scolaire_23830031213;2021_2022;07;01;scolaire;;23830031213;124;9;;;15;68;56;16;;;27;55
2021_2022_07_scolaire_23220033205;2021_2022;07;01;scolaire;;23220033205;38;7;;;8;17;21;33;;;38;45
2021_2022_07_scolaire_23830025303;2021_2022;07;01;scolaire;;23830025303;21;7;;;4;8;13;;;;;38
2021_2022_07_scolaire_23830022106;2021_2022;07;01;scolaire;;23830022106;61;14;;;9;39;22;64;;;41;64
2021_2022_07_scolaire_23830025514;2021_2022;07;01;scolaire;;23830025514;59;4;;;2;37;22;18;;;9;63
2021_2022_07_scolaire_23830022105;2021_2022;07;01;scolaire;;23830022105;24;7;;;7;13;11;;;;;54
2021_2022_07_scolaire_32221022711;2021_2022;07;01;scolaire;;32221022711;22;8;;;9;8;14;;;;;36
2021_2022_07_scolaire_23910022705;2021_2022;07;01;scolaire;;23910022705;11;3;;;3;2;9;;;;;
2021_2022_07_scolaire_23830025510;2021_2022;07;01;scolaire;;23830025510;289;41;;;43;154;135;30;;;32;53
2021_2022_07_scolaire_23830034403;2021_2022;07;01;scolaire;;23830034403;61;8;;;8;36;25;32;;;32;59
2021_2022_07_scolaire_32221023107;2021_2022;07;01;scolaire;;32221023107;11;6;;;3;0;11;;;;;
2021_2022_07_scolaire_23830023304;2021_2022;07;01;scolaire;;23830023304;60;5;;;4;29;31;16;;;13;48
2021_2022_07_scolaire_23910033411;2021_2022;07;01;scolaire;;23910033411;21;3;;;6;8;13;;;;;38
2021_2022_07_scolaire_23220034307;2021_2022;07;01;scolaire;;23220034307;28;2;;;3;16;12;;;;;57
2021_2022_07_scolaire_32221025516;2021_2022;07;01;scolaire;;32221025516;44;15;;;10;13;31;48;;;32;30
2021_2022_07_scolaire_23220031219;2021_2022;07;01;scolaire;;23220031219;26;4;;;0;6;20;20;;;0;23
2021_2022_07_scolaire_23220034405;2021_2022;07;01;scolaire;;23220034405;30;6;;;5;14;16;;;;;47
2021_2022_07_scolaire_32221031409;2021_2022;07;01;scolaire;;32221031409;302;88;;;77;110;192;46;;;40;36
2021_2022_07_scolaire_23220033411;2021_2022;07;01;scolaire;;23220033411;36;4;;;2;16;20;20;;;10;44
2021_2022_07_scolaire_23830023405;2021_2022;07;01;scolaire;;23830023405;70;10;;;10;28;42;24;;;24;40
2021_2022_07_scolaire_32221031212;2021_2022;07;01;scolaire;;32221031212;93;24;;;27;33;60;40;;;45;35
2021_2022_07_scolaire_23220025524;2021_2022;07;01;scolaire;;23220025524;95;3;;;3;59;36;8;;;8;62
2021_2022_07_scolaire_23220023325;2021_2022;07;01;scolaire;;23220023325;28;1;;;2;16;12;;;;;57
2021_2022_07_scolaire_23830034304;2021_2022;07;01;scolaire;;23830034304;45;6;;;6;21;24;25;;;25;47
2021_2022_07_scolaire_23830025007;2021_2022;07;01;scolaire;;23830025007;98;22;;;17;44;54;41;;;31;45
2021_2022_07_scolaire_32221033423;2021_2022;07;01;scolaire;;32221033423;15;7;;;4;5;10;;;;;
2021_2022_07_scolaire_23830025411;2021_2022;07;01;scolaire;;23830025411;46;11;;;9;9;37;30;;;24;20
2021_2022_07_scolaire_23220025431;2021_2022;07;01;scolaire;;23220025431;35;5;;;2;14;21;24;;;10;40
2021_2022_07_scolaire_23220031122;2021_2022;07;01;scolaire;;23220031122;14;1;;;2;7;7;;;;;
2021_2022_07_scolaire_32221023205;2021_2022;07;01;scolaire;;32221023205;21;1;;;3;12;9;;;;;57
2021_2022_07_scolaire_32221031211;2021_2022;07;01;scolaire;;32221031211;52;11;;;8;26;26;42;;;31;50
2021_2022_07_scolaire_23220025218;2021_2022;07;01;scolaire;;23220025218;70;7;;;3;39;31;23;;;10;56
2021_2022_07_scolaire_23220022714;2021_2022;07;01;scolaire;;23220022714;31;0;;;2;15;16;;;;;48
2021_2022_07_scolaire_32221032614;2021_2022;07;01;scolaire;;32221032614;23;3;;;3;8;15;;;;;35
2021_2022_07_scolaire_23220031214;2021_2022;07;01;scolaire;;23220031214;14;1;;;1;12;2;;;;;
2021_2022_07_scolaire_32221022208;2021_2022;07;01;scolaire;;32221022208;29;6;;;4;20;9;;;;;69
2021_2022_07_scolaire_23830031202;2021_2022;07;01;scolaire;;23830031202;118;12;;;9;61;57;21;;;16;52
2021_2022_07_scolaire_23220033204;2021_2022;07;01;scolaire;;23220033204;38;1;;;3;22;16;;;;;58
2021_2022_07_scolaire_23830033002;2021_2022;07;01;scolaire;;23830033002;93;10;;;10;48;45;22;;;22;52
2021_2022_07_scolaire_23220025221;2021_2022;07;01;scolaire;;23220025221;16;4;;;2;7;9;;;;;
2021_2022_07_scolaire_23830024203;2021_2022;07;01;scolaire;;23830024203;50;8;;;7;20;30;27;;;23;40
2021_2022_07_scolaire_32221032331;2021_2022;07;01;scolaire;;32221032331;13;10;;;4;3;10;;;;;
2021_2022_07_scolaire_32221032330;2021_2022;07;01;scolaire;;32221032330;7;5;;;4;2;5;;;;;
2021_2022_07_scolaire_23220023327;2021_2022;07;01;scolaire;;23220023327;59;3;;;1;16;43;7;;;2;27
2021_2022_07_scolaire_32221023012;2021_2022;07;01;scolaire;;32221023012;33;16;;;9;8;25;64;;;36;24
2021_2022_07_scolaire_32221020112;2021_2022;07;01;scolaire;;32221020112;48;11;;;7;19;29;38;;;24;40
2021_2022_07_scolaire_32221032332;2021_2022;07;01;scolaire;;32221032332;8;2;;;1;2;6;;;;;
2021_2022_07_scolaire_32221023010;2021_2022;07;01;scolaire;;32221023010;27;10;;;7;7;20;50;;;35;26
2021_2022_07_scolaire_32221022710;2021_2022;07;01;scolaire;;32221022710;23;13;;;7;1;22;59;;;32;4
2021_2022_07_scolaire_32221025010;2021_2022;07;01;scolaire;;32221025010;42;22;;;14;7;35;63;;;40;17
2021_2022_07_scolaire_32221031311;2021_2022;07;01;scolaire;;32221031311;19;2;;;3;8;11;;;;;
2021_2022_07_scolaire_23910033413;2021_2022;07;01;scolaire;;23910033413;22;3;;;4;10;12;;;;;45
2021_2022_07_scolaire_23830025515;2021_2022;07;01;scolaire;;23830025515;90;1;;;1;66;24;4;;;4;73
2021_2022_07_scolaire_23830031106;2021_2022;07;01;scolaire;;23830031106;33;9;;;9;19;14;;;;;58
2021_2022_07_scolaire_23830025216;2021_2022;07;01;scolaire;;23830025216;14;0;;;0;3;11;;;;;
2021_2022_07_scolaire_23830025215;2021_2022;07;01;scolaire;;23830025215;19;3;;;2;10;9;;;;;
2021_2022_07_scolaire_23830025214;2021_2022;07;01;scolaire;;23830025214;114;25;;;19;47;67;37;;;28;41
2021_2022_07_scolaire_23830025220;2021_2022;07;01;scolaire;;23830025220;20;4;;;2;8;12;;;;;40
2021_2022_07_scolaire_32221032611;2021_2022;07;01;scolaire;;32221032611;20;3;;;3;8;12;;;;;40
2021_2022_07_scolaire_32221033001;2021_2022;07;01;scolaire;;32221033001;77;30;;;24;17;60;50;;;40;22
2021_2022_07_scolaire_32221031213;2021_2022;07;01;scolaire;;32221031213;151;47;;;42;67;84;56;;;50;44
2021_2022_07_scolaire_23830023005;2021_2022;07;01;scolaire;;23830023005;24;5;;;3;15;9;;;;;62
2021_2022_07_scolaire_23220025217;2021_2022;07;01;scolaire;;23220025217;62;4;;;1;32;30;13;;;3;52
2021_2022_07_scolaire_32221032409;2021_2022;07;01;scolaire;;32221032409;98;25;;;23;33;65;38;;;35;34
2021_2022_07_scolaire_32221032002;2021_2022;07;01;scolaire;;32221032002;61;23;;;22;12;49;47;;;45;20
2021_2022_07_scolaire_32221022317;2021_2022;07;01;scolaire;;32221022317;24;7;;;7;9;15;;;;;38
2021_2022_07_scolaire_23830023303;2021_2022;07;01;scolaire;;23830023303;43;11;;;11;9;34;32;;;32;21
2021_2022_07_scolaire_23830022704;2021_2022;07;01;scolaire;;23830022704;30;5;;;4;16;14;;;;;53
2021_2022_07_scolaire_23830025219;2021_2022;07;01;scolaire;;23830025219;18;1;;;0;6;12;;;;;
2021_2022_07_scolaire_23220025434;2021_2022;07;01;scolaire;;23220025434;18;3;;;2;4;14;;;;;
2021_2022_07_scolaire_23220022139;2021_2022;07;01;scolaire;;23220022139;43;3;;;3;29;14;;;;;67
2021_2022_07_scolaire_23910022109;2021_2022;07;01;scolaire;;23910022109;21;6;;;7;8;13;;;;;38
2021_2022_07_scolaire_23220033616;2021_2022;07;01;scolaire;;23220033616;73;8;;;7;36;37;22;;;19;49
2021_2022_07_scolaire_23830031214;2021_2022;07;01;scolaire;;23830031214;96;18;;;14;55;41;44;;;34;57
2021_2022_07_scolaire_23220025433;2021_2022;07;01;scolaire;;23220025433;17;2;;;0;9;8;;;;;
2021_2022_07_scolaire_23830033403;2021_2022;07;01;scolaire;;23830033403;57;15;;;13;28;29;52;;;45;49
2021_2022_07_scolaire_32221034304;2021_2022;07;01;scolaire;;32221034304;19;8;;;8;5;14;;;;;
2021_2022_07_scolaire_23220022142;2021_2022;07;01;scolaire;;23220022142;17;4;;;1;5;12;;;;;
2021_2022_07_scolaire_23220023222;2021_2022;07;01;scolaire;;23220023222;52;5;;;2;28;24;21;;;8;54
2021_2022_07_scolaire_32221032329;2021_2022;07;01;scolaire;;32221032329;6;2;;;2;0;6;;;;;
2021_2022_07_scolaire_32221032610;2021_2022;07;01;scolaire;;32221032610;25;2;;;1;6;19;;;;;24
2021_2022_07_scolaire_23830033003;2021_2022;07;01;scolaire;;23830033003;151;13;;;17;93;58;22;;;29;62
2021_2022_07_scolaire_23830031108;2021_2022;07;01;scolaire;;23830031108;50;11;;;8;23;27;41;;;30;46
2021_2022_07_scolaire_23220023441;2021_2022;07;01;scolaire;;23220023441;67;7;;;4;36;31;23;;;13;54
2021_2022_07_scolaire_23830031210;2021_2022;07;01;scolaire;;23830031210;81;5;;;6;51;30;17;;;20;63
2021_2022_07_scolaire_23220023324;2021_2022;07;01;scolaire;;23220023324;53;4;;;3;24;29;14;;;10;45
2021_2022_07_scolaire_32221033425;2021_2022;07;01;scolaire;;32221033425;22;11;;;9;10;12;;;;;45
2021_2022_07_scolaire_32221033604;2021_2022;07;01;scolaire;;32221033604;24;9;;;10;2;22;41;;;45;8
