numero_uai,numero_siren_siret_uai,academie,nature_uai,appellation_officielle,adresse_uai,code_postal_uai,secteur_public_prive,date_ouverture,date_fermeture,ministere_tutelle,departement_insee_3_libe
0860044F,19860044700017,13.0,340,Collège Maurice Bedel,4 lieu-dit La Lande,86230,PU,01/05/1965,,6,Vienne
0860045G,19860045400013,13.0,340,Collège Isaac de Razilly,2 rue Albert Renault,86330,PU,01/05/1965,,6,Vienne
0860046H,19860046200016,13.0,340,Collège Prosper Mérimée,13 rue Prosper Mérimée,86310,PU,01/05/1965,,6,Vienne
0860047J,19860047000019,13.0,340,Collège Frédéric et Irène Joliot-Curie,15 rue Pierre et Marie Curie,86370,PU,01/05/1965,,6,Vienne
0860048K,,13.0,334,Section d'enseignement professionnel Nelson Mandela,46 rue de la Bugellerie,86036,PU,01/05/1965,,6,Vienne
0860049L,19860049600014,13.0,340,Collège Camille Guérin,Avenue Mendès France,86210,PU,01/05/1965,,6,Vienne
0860050M,,13.0,410,A COMPLETER,4 RUE DU DOYENNE,86034,PU,01/05/1965,14/09/1979,6,Vienne
0860051N,19860051200018,13.0,410,A COMPLETER,18 RUE JULES FERRY,86034,PU,01/05/1965,31/08/1991,6,Vienne
0860052P,19860052000011,13.0,320,Lycée professionnel Louis Armand,63 RUE DE LA BUGELLERIE,86022,PU,08/11/1965,31/08/2015,6,Vienne
0860053R,19860053800013,13.0,340,Collège Camille Claudel,Rue Henri Dunant,86400,PU,16/11/1965,,6,Vienne
0860054S,17860430200277,13.0,802,Rectorat de l'académie de Poitiers,22 rue Guillaume VII le Troubadour,86022,PU,13/01/1966,,6,Vienne
0860055T,17860431000478,13.0,841,Centre d'information et d'orientation d'état de Poitiers,14 boulevard Chasseigne,86000,PU,05/01/1966,,6,Vienne
0860056U,17860431000445,13.0,841,Centre d'information et d'orientation d'état de Châtellerault,2 rue Georges Rouault,86100,PU,05/01/1966,,6,Vienne
0860057V,18860005000143,13.0,852,Centre régional des ?uvres universitaires de Poitiers,15 rue Guillaume VII le Troubadour,86022,PU,06/01/1966,,38,Vienne
0860058W,19860058700010,13.0,730,"Centre de ressources, d'expertise et de performance sportives Poitiers",Château de Boivre,86580,PU,18/01/1966,,32,Vienne
0860063B,,13.0,410,A COMPLETER,95 AVENUE DU RECTEUR PINEAU,86000,PU,25/09/1966,23/03/1982,38,Vienne
0860064C,,13.0,410,A COMPLETER,AVENUE DU RECTEUR PINEAU,86000,PU,25/09/1966,23/03/1982,38,Vienne
0860065D,19860856400367,13.0,544,Institut d'administration des entreprises - Université de Poitiers,20 rue Guillaume VII le Troubadour,86022,PU,18/04/1972,,38,Vienne
0860066E,19860856400052,13.0,539,UNITE DE FORMATION ET DE RECHERCHE DU CENTRE D ETUDES SUPERIEURES DE CIVILISATION MEDIEVALE UNIVERSITE DE POITIERS,24 RUE DE LA CHAINE,86022,PU,06/05/1971,31/08/1996,38,Vienne
0860069H,19860856400060,13.0,539,Faculté des sciences du sport - Université de Poitiers,8 allée Jean Monnet,86073,PU,06/05/1971,,38,Vienne
0860073M,19860073600021,13.0,553,Ecole nationale supérieure de mécanique et d'aérotechnique de Poitiers,1 avenue Clément Ader,86961,PU,06/05/1971,,38,Vienne
0860074N,19860856400649,13.0,525,Service UP - PRO - Université de Poitiers,2 rue Pierre Brousse,86022,PU,25/07/1966,,38,Vienne
0860075P,19860856400045,13.0,530,Centre d'études aérodynamiques et thermiques de l'Université de Poitiers,43 rue de l'Aérodrome,86036,PU,06/05/1971,,38,Vienne
0860076R,19860076900014,13.0,340,Collège Jean Moulin,8 rue Salvador Allende,86036,PU,25/02/1971,,6,Vienne
0860077S,17860430200111,13.0,410,A COMPLETER,6 RUE SAINTE CATHERINE,86034,PU,08/10/1966,31/08/1991,6,Vienne
0860078T,30053625700078,13.0,242,Institut d'éducation motrice de Biard,Rue des Augustins,86580,PR,18/09/1968,,35,Vienne
0860079U,19860051200067,13.0,410,A COMPLETER,18 RUE JULES FERRY,86034,PU,16/02/1967,31/08/1991,6,Vienne
0860080V,20005535800150,13.0,430,Institut régional formation professions santé CHU de Poitiers,2 rue de la Milétrie,86021,PU,12/08/1966,,35,Vienne
0860081W,25860097200012,13.0,445,Ecole Supérieure de Commerce et de Management - Campus de Poitiers,11  RUE DE L'ANCIENNE COMEDIE,86001,PR,25/09/1966,31/08/2018,38,Vienne
0860084Z,21860002100024,13.0,151,Ecole primaire,RUE DU 8 MAI 1945,86110,PU,09/08/1965,31/08/1992,6,Vienne
0860085A,21860004700037,13.0,151,Ecole primaire Angles sur l'Anglin,12 rue Blancoise,86260,PU,09/08/1965,,6,Vienne
0860087C,21860005400025,13.0,151,Ecole primaire Angliers,1 avenue de la Tour d'Auvergne,86330,PU,09/08/1965,,6,Vienne
0860090F,21860006200028,13.0,151,Ecole primaire Antigny,Place DE LA MAIRIE,86310,PU,09/08/1965,31/08/2017,6,Vienne
0860091G,21860007000021,13.0,151,Ecole primaire du Gâtineau,1 rond-point des Ecoliers,86100,PU,09/08/1965,,6,Vienne
0860093J,21860008800031,13.0,151,Ecole primaire,ROUTE DE CHASSEIGNES,86200,PU,09/08/1965,31/08/2013,6,Vienne
0860098P,21860010400036,13.0,151,Ecole primaire Paul Baudrin,Route de Château Larcher,86340,PU,09/08/1965,,6,Vienne
0860099R,21860011200021,13.0,151,Ecole primaire,,86430,PU,09/08/1965,31/08/1990,6,Vienne
0860100S,21860012000024,13.0,151,Ecole primaire,,86250,PU,09/08/1965,31/08/2002,6,Vienne
0860101T,21860014600029,13.0,151,Ecole primaire Roger Morin,16 place René Descartes,86530,PU,09/08/1965,,6,Vienne
0860103V,21860015300033,13.0,151,Ecole primaire d'Availles-Limouzine,2 ter rue du 8 Mai 1945,86460,PU,09/08/1965,,6,Vienne
0860104W,21860015300025,13.0,101,Ecole maternelle Availles Limouzine,Rue du 8 Mai 1945,86460,PU,09/08/1965,31/08/2018,6,Vienne
0860105X,21860016100028,13.0,151,Ecole élémentaire La Rose des Vents,6 rue de Saint Mandé,86170,PU,09/08/1965,,6,Vienne
0860106Y,21860017900038,13.0,151,Ecole primaire Samuel de Champlain,2 rue de l'Ecole,86190,PU,09/08/1965,,6,Vienne
0860107Z,,13.0,151,Ecole primaire,,86200,PU,09/08/1965,31/08/1983,6,Vienne
0860108A,20006453300041,13.0,151,Ecole primaire Jeanne Kaes,3 rue Haute,86490,PU,09/08/1965,,6,Vienne
0860111D,,13.0,151,Ecole primaire,,86470,PU,09/08/1965,31/08/1984,6,Vienne
0860112E,20008276600078,13.0,151,Ecole primaire Jacques Prévert,Place de la Mairie,86470,PU,09/08/1965,,6,Vienne
0860113F,,13.0,151,Ecole primaire,NESDES,86470,PU,09/08/1965,31/08/1981,6,Vienne
0860115H,,13.0,151,Ecole primaire,,86420,PU,09/08/1965,31/08/1985,6,Vienne
0860117K,21860024500029,13.0,151,Ecole primaire Camille et Denise Alleaume,2 rue François Albert,86190,PU,09/08/1965,,6,Vienne
0860119M,21860025200033,13.0,151,Ecole élémentaire Bethines,20 rue de la Fontaine,86310,PU,09/08/1965,,6,Vienne
0860121P,21860026000028,13.0,151,Ecole primaire Beuxes,1 rue Maison Neuve,86120,PU,09/08/1965,,6,Vienne
0860122R,,13.0,151,Ecole primaire,,86120,PU,09/08/1965,31/08/1983,6,Vienne
0860123S,21860027800020,13.0,151,Ecole primaire Jean Boriaud,35 rue des Ecoles,86580,PU,09/08/1965,,6,Vienne
0860125U,21860028600023,13.0,151,Ecole primaire Jacques-Yves Cousteau,1 rue de la Forêt,86800,PU,09/08/1965,,6,Vienne
0860126V,21860029400027,13.0,151,Ecole primaire Blanzay,1 route du Savoir,86400,PU,09/08/1965,,6,Vienne
0860131A,21860032800049,13.0,151,Ecole primaire Maurice Fombeure,10 rue du Petit Bornais,86210,PU,10/08/1965,,6,Vienne
0860134D,21860034400038,13.0,151,Ecole primaire Les Baumières,42 rue des Ecoles,86410,PU,10/08/1965,,6,Vienne
0860138H,21860036900027,13.0,151,Ecole primaire de Bournand,2 rue de l'Ecole,86120,PU,10/08/1965,,6,Vienne
0860139J,21860037700020,13.0,151,Ecole primaire Brigueil le Chantre,3 ROUTE DE LA COTE DES VIGNES,86290,PU,10/08/1965,31/08/2014,6,Vienne
0860141L,,13.0,151,Ecole primaire,,86160,PU,10/08/1965,31/08/1982,6,Vienne
0860146S,21860041900020,13.0,151,Ecole élémentaire Simone Veil,5 rue Omer Bernier,86180,PU,10/08/1965,,6,Vienne
0860149V,21860041900038,13.0,101,Ecole maternelle Jean-Marie Paratte,2 rue des Ecoles,86180,PU,10/08/1965,,6,Vienne
0860150W,21860042700031,13.0,151,Ecole primaire Raymond Devos,2 rue de la Galeterie,37160,PU,10/08/1965,,6,Vienne
0860153Z,21860044300038,13.0,151,Ecole primaire publique Théophraste Renaudot de Ceaux-en-Loudun,7 rue des Ecoles,86200,PU,10/08/1965,,6,Vienne
0860156C,21860045000074,13.0,151,Ecole primaire,4 rue de Chincé,86600,PU,10/08/1965,,6,Vienne
0860158E,21860046800027,13.0,151,Ecole primaire Marcel Ribbe,7 rue d'Alsace,86530,PU,10/08/1965,,6,Vienne
0860160G,21860048400024,13.0,151,Ecole primaire publique de Chabournay,12 rue de l'Ecole,86380,PU,10/08/1965,,6,Vienne
0860161H,,13.0,151,Ecole primaire,,86380,PU,10/08/1965,31/08/1979,6,Vienne
0860162J,21860049200035,13.0,151,Ecole primaire,HAMEAU DE NOUZILLY,86200,PU,10/08/1965,28/02/1990,6,Vienne
0860163K,21860050000035,13.0,151,Ecole primaire Le Méridien,1 place du Méridien,86190,PU,10/08/1965,,6,Vienne
0860166N,21860052600022,13.0,151,Ecole primaire publique André Léo,Rue Etienne Saby,86160,PU,10/08/1965,,6,Vienne
0860167P,,13.0,151,Ecole primaire,,86160,PU,10/08/1965,31/08/1978,6,Vienne
0860168R,,13.0,151,Ecole primaire,RUE DE LA MAIRIE,86170,PU,10/08/1965,02/09/1986,6,Vienne
0860169S,20006342800045,13.0,151,Ecole primaire Augustin Dernier,2 place René Cassin,86170,PU,10/08/1965,,6,Vienne
0860171U,21860054200029,13.0,151,Ecole primaire Champniers,3 rue Buissonnière,86400,PU,11/08/1965,31/08/2023,6,Vienne
0860173W,21860055900023,13.0,151,Ecole primaire La Chapelle Baton,2 rue des Tilleuls,86250,PU,11/08/1965,31/08/2019,6,Vienne
0860177A,21860058300023,13.0,151,Ecole primaire de La Chapelle Moulière,2 chemin des Ecoles,86210,PU,11/08/1965,,6,Vienne
0860178B,21860059100026,13.0,151,Ecole primaire Chapelle Viviers,9 rue du Lavoir,86300,PU,11/08/1965,,6,Vienne
0860180D,20008267500097,13.0,151,Ecole primaire Charrais,11 bis place de la Mairie,86170,PU,11/08/1965,,6,Vienne
0860181E,21860061700029,13.0,151,Ecole primaire Charroux,1 rue du Château,86250,PU,11/08/1965,,6,Vienne
0860183G,21860061700037,13.0,101,Ecole maternelle,RUE DES PATUREAUX,86250,PU,11/08/1965,31/08/2007,6,Vienne
0860184H,21860062500022,13.0,151,Ecole primaire des Groseilliers,18 rue des Ecoles,86360,PU,11/08/1965,,6,Vienne
0860186K,,13.0,151,Ecole primaire,,86360,PU,11/08/1965,31/08/1981,6,Vienne
0860189N,21860063300034,13.0,151,Ecole primaire Chatain,5 rue du Centre,86250,PU,11/08/1965,31/08/2018,6,Vienne
0860190P,21860064100029,13.0,151,Ecole primaire de Château-Garnier,3 rue Alfred Bouchard,86350,PU,11/08/1965,,6,Vienne
0860191R,,13.0,151,Ecole primaire,,86350,PU,11/08/1965,31/08/1979,6,Vienne
0860192S,21860065800023,13.0,151,Ecole primaire Gaston Habrioux,1 rue du Pin,86370,PU,11/08/1965,,6,Vienne
0860193T,21860066600208,13.0,151,Ecole primaire Henri Denard,50 RUE RASSETEAU,86100,PU,11/08/1965,31/08/2013,6,Vienne
0860194U,21860066600166,13.0,151,Ecole élémentaire Edouard Herriot,4 avenue Edouard Herriot,86100,PU,11/08/1965,,6,Vienne
0860195V,21860066600109,13.0,151,Ecole élémentaire Jules Ferry,1 rue Pierre et Marie Curie,86100,PU,11/08/1965,,6,Vienne
0860196W,21860066600117,13.0,151,Ecole primaire Paul Painlevé,19 rue Jean Daille,86100,PU,11/08/1965,,6,Vienne
0860197X,21860066600299,13.0,151,Ecole primaire Jules Michelet,49 AVENUE LOUIS RIPAULT,86100,PU,11/08/1965,31/08/2003,6,Vienne
0860200A,21860066600067,13.0,153,Ecole primaire d'application Antoine Laurent de Lavoisier,1 rue Edouard Branly,86100,PU,11/08/1965,,6,Vienne
0860201B,,13.0,151,Ecole primaire Pierre Simon Laplace,RUE PAUL BRUGIER,86100,PU,11/08/1965,31/08/1981,6,Vienne
0860202C,21860066600281,13.0,151,Ecole primaire Paul Bert,50 RUE RASSETEAU,86100,PU,11/08/1965,31/08/2007,6,Vienne
0860203D,21860066600232,13.0,151,Ecole primaire Ferdinand Buisson,3 RUE MADAME,86100,PU,11/08/1965,31/08/2005,6,Vienne
0860207H,21860066600034,13.0,151,Ecole primaire Antoigné,1 chemin de la Guillotière,86100,PU,11/08/1965,,6,Vienne
0860209K,21860066600356,13.0,101,Ecole maternelle France Souché,24 rue Marcel Coubrat,86100,PU,12/08/1965,,6,Vienne
0860210L,21860066600265,13.0,101,Ecole maternelle Vieux Palais,13 RUE DU VIEUX PALAIS,86100,PU,12/08/1965,31/08/2013,6,Vienne
0860211M,21860066600059,13.0,101,Ecole maternelle Jacques Prévert,47 rue Aliénor d'Aquitaine,86100,PU,02/09/1980,31/08/2021,6,Vienne
0860212N,21860066600091,13.0,101,Ecole maternelle Les Minimes,2 CHEMIN DES CHATELIERS,86100,PU,12/08/1965,31/08/2016,6,Vienne
0860213P,21860066600224,13.0,101,Ecole maternelle Henri Matisse,3 rue Emile Littré,86100,PU,12/08/1965,31/08/2021,6,Vienne
0860214R,21860066600158,13.0,103,Ecole maternelle d'application Lavoisier,5 AVENUE DU PROFESSEUR GUERIN,86100,PU,12/08/1965,31/08/2011,6,Vienne
0860215S,21860066600141,13.0,101,Ecole maternelle Marie Carpantier,28 avenue du Général de Gaulle,86100,PU,12/08/1965,,6,Vienne
0860216T,21860068200031,13.0,151,Ecole primaire Francine Poitevin,1 GRAND'RUE,86510,PU,12/08/1965,,6,Vienne
0860217U,21860068200023,13.0,101,Ecole maternelle Chaunay,Rue Charrière,86510,PU,12/08/1965,,6,Vienne
0860218V,,13.0,151,Ecole primaire,,86330,PU,12/08/1965,14/09/1984,6,Vienne
0860219W,21860070800067,13.0,151,Ecole primaire Jean Arnault,4 rue Michel Deshoulières,86300,PU,12/08/1965,,6,Vienne
0860221Y,21860070800125,13.0,101,Ecole maternelle La Varenne,10 rue de la Varenne,86300,PU,12/08/1965,,6,Vienne
0860223A,21860070800083,13.0,151,Ecole primaire Saint Martial,1 RUE ST MARTIAL,86300,PU,12/08/1965,31/08/2016,6,Vienne
0860227E,21860070800133,13.0,151,Ecole primaire Hameau de Villeneuve,44 rue de la Vichoune,86300,PU,12/08/1965,,6,Vienne
0860229G,21860072400031,13.0,151,Ecole primaire Chenevelles,5 rue Raymond d'Argence,86450,PU,12/08/1965,,6,Vienne
0860232K,21860073200026,13.0,101,Ecole maternelle Cherves,4 rue la Croix Charrau,86170,PU,12/08/1965,,6,Vienne
0860233L,21860074000029,13.0,151,Ecole primaire Chiré en Montreuil,13 rue Antoinette Sauzeau,86190,PU,12/08/1965,,6,Vienne
0860234M,21860075700023,13.0,151,Ecole primaire Aramis Prinet,2 RUE DES MOULINS,86110,PU,12/08/1965,31/08/2006,6,Vienne
0860236P,21860076500026,13.0,101,Ecole Maternelle Les P'tits Loups,14 route de Poitiers,86170,PU,12/08/1965,,6,Vienne
0860238S,21860076500034,13.0,151,Ecole élémentaire Puy Lonchard,2 grand'rue,86170,PU,12/08/1965,,6,Vienne
0860240U,21860077300020,13.0,151,Ecole primaire Paul Cézanne,8 rue du 19 Mars 1962,86320,PU,12/08/1965,,6,Vienne
0860241V,21860078100049,13.0,151,Ecole primaire Simone Veil,1 rue Albert Hivert,86400,PU,12/08/1965,,6,Vienne
0860242W,,13.0,151,Ecole primaire,AVENUE HENRI ROUCHER,86400,PU,12/08/1965,31/08/1983,6,Vienne
0860243X,21860078100056,13.0,101,Ecole maternelle Civray,Rue du Faubourg Sénégeaud,86400,PU,12/08/1965,31/08/2018,6,Vienne
0860244Y,21860079900025,13.0,151,Ecole primaire,,86200,PU,12/08/1965,31/08/2010,6,Vienne
0860245Z,21860080700034,13.0,101,Ecole maternelle du Moulin à Vent,GRAND'RUE,86600,PU,12/08/1965,,6,Vienne
0860246A,21860081500029,13.0,151,Ecole primaire publique du Val d'Envigne,7 bis route de Châtellerault,86490,PU,12/08/1965,,6,Vienne
0860248C,20008486100075,13.0,151,Ecole primaire Groupe scolaire Bonnet Laffont,2 rue Edouard Normand,86700,PU,13/08/1965,,6,Vienne
0860250E,21860083100034,13.0,151,Ecole primaire de Coulombiers,28 route Nationale,86600,PU,13/08/1965,,6,Vienne
0860252G,21860084900028,13.0,151,Ecole primaire,,86290,PU,13/08/1965,31/08/1990,6,Vienne
0860253H,,13.0,151,Ecole primaire,LES HEROLLES,86290,PU,13/08/1965,31/08/1983,6,Vienne
0860254J,21860085600023,13.0,151,Ecole primaire,,86110,PU,13/08/1965,30/09/1989,6,Vienne
0860256L,21860086400027,13.0,151,Ecole primaire de Coussay-les-Bois,1 place du 20 Juin 1944,86270,PU,13/08/1965,,6,Vienne
0860257M,21860087200020,13.0,101,Ecole maternelle Les petits loups de la plaine,13 rue des Tilleuls,86110,PU,01/09/1989,,6,Vienne
0860258N,,13.0,151,Ecole primaire,,86240,PU,13/08/1965,02/09/1986,6,Vienne
0860260R,21860089800033,13.0,151,Ecole primaire Cuhon,4 rue Jules Ferry,86110,PU,13/08/1965,,6,Vienne
0860261S,,13.0,151,Ecole primaire,,86120,PU,13/08/1965,31/08/1985,6,Vienne
0860262T,20006920100024,13.0,101,Ecole maternelle de Curzay-sur-Vonne,1bis impasse du Château,86600,PU,13/08/1965,,6,Vienne
0860263U,21860092200049,13.0,151,Ecole primaire Alphonse Daudet,14 rue Jules Ferry,86220,PU,13/08/1965,,6,Vienne
0860266X,21860095500031,13.0,151,Ecole élémentaire Paul-Emile Victor,10 rue du Clos Belhoir,86130,PU,13/08/1965,,6,Vienne
0860267Y,21860096300027,13.0,151,Ecole primaire Doussay,5 rue de la Mairie,86140,PU,13/08/1965,,6,Vienne
0860268Z,21860097100020,13.0,151,Ecole primaire,,86160,PU,13/08/1965,31/08/2000,6,Vienne
0860270B,21860099700025,13.0,151,Ecole primaire Yannick Dreux,Impasse des Tilleuls,86340,PU,13/08/1965,,6,Vienne
0860272D,21860100300047,13.0,151,Ecole primaire,RUE DU STADE,86240,PU,13/08/1965,31/08/1991,6,Vienne
0860273E,21860100300021,13.0,151,Ecole Elementaire Jacques Prévert,13 rue de la Forêt,86240,PU,13/08/1965,,6,Vienne
0860276H,78152494700012,13.0,380,Maison familiale rurale d'éducation et d'orientation,8 RUE EMILIEN FILLON,86160,PR,01/09/1977,31/08/1992,3,Vienne
0860277J,,13.0,151,Ecole primaire,,86130,PU,13/08/1965,31/08/1981,6,Vienne
0860279L,21860104500022,13.0,151,Ecole primaire Genouille,,86250,PU,13/08/1965,31/08/2018,6,Vienne
0860281N,21860105200028,13.0,151,Ecole primaire Gizay,13 route de Nieuil,86340,PU,13/08/1965,,6,Vienne
0860282P,,13.0,151,Ecole primaire,,86700,PU,09/08/1965,31/08/1979,6,Vienne
0860285T,20008276600060,13.0,151,Ecole de La Chapelle Montreuil,3E rue de la Mairie,86470,PU,11/08/1965,,6,Vienne
0860286U,21860066600083,13.0,101,Ecole maternelle Krebs,1 RUE MADAME,86100,PU,12/08/1965,31/08/2009,6,Vienne
0860287V,21860094800028,13.0,151,Ecole primaire,,86410,PU,13/08/1965,,6,Vienne
0860290Y,21860107800031,13.0,151,Ecole primaire Gouex,22 place des Droits de l'Homme,86320,PU,13/08/1965,,6,Vienne
0860291Z,21860108600026,13.0,151,Ecole primaire,,86330,PU,13/08/1965,31/08/1998,6,Vienne
0860292A,,13.0,151,Ecole primaire,,86420,PU,13/08/1965,31/08/1981,6,Vienne
0860294C,21860110200021,13.0,151,Ecole Primaire de  Haims,4 place de l'Eglise,86310,PU,13/08/1965,,6,Vienne
0860296E,21860111000032,13.0,151,Ecole primaire Daniel Garnier,37 rue René Descartes,86220,PU,13/08/1965,,6,Vienne
0860298G,21860112800109,13.0,151,Ecole primaire l'Isle Jourdain,3 allée de la Closeraie,86150,PU,13/08/1965,,6,Vienne
0860299H,21860112800034,13.0,101,Ecole maternelle,3 avenue JEAN AUGRY,86150,PU,13/08/1965,31/08/2017,6,Vienne
0860300J,21860113600052,13.0,151,Ecole élémentaire d'Iteuil,3 rue d'Aigne,86240,PU,13/08/1965,,6,Vienne
0860301K,21860113600037,13.0,151,Ecole primaire,3 RUE D'AIGNE,86240,PU,13/08/1965,31/08/1988,6,Vienne
0860303M,21860114400023,13.0,151,Ecole Elémentaire Maurice Fombeure,15 rue de la Tour,86800,PU,13/08/1965,,6,Vienne
0860304N,20006349300080,13.0,151,Ecole primaire Paul Eluard,1 rue des Ecoles,86130,PU,13/08/1965,,6,Vienne
0860305P,20006349300056,13.0,151,Ecole élémentaire René Cassin,Chemin de Beaumont,86130,PU,07/09/1982,,6,Vienne
0860306R,20006349300072,13.0,151,Ecole primaire Chincé,24 rue Moulin Chaperon,86130,PU,13/08/1965,31/08/2021,6,Vienne
0860308T,20006349300064,13.0,101,Ecole maternelle Parigny,8 avenue des Acacias,86130,PU,13/08/1965,31/08/2021,6,Vienne
0860310V,21860116900020,13.0,151,Ecole primaire Jazeneuil,Rue du Vieux Château,86600,PU,13/08/1965,,6,Vienne
0860311W,21860117700031,13.0,151,Ecole primaire Jouhet,,86500,PU,14/08/1965,,6,Vienne
0860312X,21860118500026,13.0,151,Ecole primaire,,86290,PU,14/08/1965,31/08/1991,6,Vienne
0860313Y,21860119300020,13.0,151,Ecole primaire Jousse,,86350,PU,14/08/1965,31/08/2019,6,Vienne
0860314Z,21860120100047,13.0,151,Ecole primaire Abel Thévenet,11 route d'Azat-le-Ris,86390,PU,14/08/1965,,6,Vienne
0860320F,20008276600094,13.0,151,Ecole primaire Lavausseau,30 grand'rue,86470,PU,14/08/1965,,6,Vienne
0860322H,21860124300023,13.0,151,Ecole primaire Lavoux,,86800,PU,14/08/1965,,6,Vienne
0860323J,21860125000028,13.0,151,Ecole primaire Leigne les Bois,15 rue des Ecoles,86450,PU,14/08/1965,,6,Vienne
0860325L,21860126800020,13.0,151,Ecole primaire Jean Arnault,8 place de la Mairie,86300,PU,14/08/1965,,6,Vienne
0860327N,21860127600031,13.0,151,Ecole primaire Leigne sur Usseau,8 route de Saint-Gervais,86230,PU,14/08/1965,,6,Vienne
0860328P,21860128400035,13.0,151,Ecole primaire Jean de La Fontaine,RUE ARSENE LAMBERT,86140,PU,14/08/1965,03/09/1989,6,Vienne
0860329R,21860128400043,13.0,151,Ecole élémentaire Joséphine Baker,Rue Arsène Lambert,86140,PU,14/08/1965,,6,Vienne
0860330S,21860128400027,13.0,101,Ecole maternelle Claude Monet,5 ter rue Arsène Lambert,86140,PU,14/08/1965,,6,Vienne
0860331T,21860129200020,13.0,151,Ecole élémentaire Les Quatre Vents,19 rue des Ecoles,86270,PU,14/08/1965,,6,Vienne
0860332U,21860130000021,13.0,151,Ecole primaire Leugny,5 rue de la Mairie,86220,PU,16/08/1965,05/09/2024,6,Vienne
0860333V,21860131800023,13.0,151,Ecole primaire Lhommaize,12 route de Verrières,86410,PU,16/08/1965,,6,Vienne
0860336Y,21860132600026,13.0,151,Ecole primaire,ROUTE DE BETHINES,86290,PU,16/08/1965,31/08/1992,6,Vienne
0860337Z,21860133400038,13.0,151,Ecole primaire Clément Péruchon,22 rue Clément Péruchon,86240,PU,16/08/1965,,6,Vienne
0860340C,21860134200023,13.0,151,Ecole primaire,,86400,PU,16/08/1965,31/08/1991,6,Vienne
0860341D,21860135900027,13.0,101,Ecole maternelle René Bouriau,1 route du Charrault,86800,PU,16/08/1965,,6,Vienne
0860342E,21860136700020,13.0,151,Ecole primaire publique de Lizant,4 rue des Ecoliers,86400,PU,16/08/1965,,6,Vienne
0860345H,21860137500106,13.0,151,Ecole primaire Jacques Prévert - Georges Brassens,1 rue des Meures,86200,PU,16/08/1965,,6,Vienne
0860347K,21860137500080,13.0,101,Ecole maternelle Le Chat Botté,5 boulevard Loche et Matras,86200,PU,16/08/1965,,6,Vienne
0860348L,21860137500064,13.0,151,Ecole primaire Théophraste Renaudot,53 boulevard du 8 Mai 1945,86200,PU,16/08/1965,,6,Vienne
0860349M,21860137500056,13.0,151,Ecole primaire du Martray,53 BOULEVARD DU 8 MAI 1945,86200,PU,16/08/1965,31/08/1990,6,Vienne
0860350N,21860137500072,13.0,101,Ecole maternelle Martray,53 boulevard du 8 Mai 1945,86200,PU,16/08/1965,31/08/2020,6,Vienne
0860351P,21860138300027,13.0,151,Ecole primaire,,86430,PU,16/08/1965,31/08/2008,6,Vienne
0860353S,21860139100095,13.0,151,Ecole primaire Léodile Béra,6 place des Ecoles,86600,PU,16/08/1965,,6,Vienne
0860355U,21860140900038,13.0,151,Ecole élémentaire Simone Veil,6 rue Julien David,86320,PU,16/08/1965,,6,Vienne
0860356V,,13.0,151,Ecole primaire,ROUTE DE LIMOGES,86320,PU,16/08/1965,08/09/1980,6,Vienne
0860358X,21860141700023,13.0,151,Ecole primaire Magne,9 rue Anatole de Briey,86160,PU,16/08/1965,,6,Vienne
0860359Y,21860142500026,13.0,151,Ecole primaire Alice Milliat,2 rue Picard,86190,PU,16/08/1965,,6,Vienne
0860362B,21860145800027,13.0,151,Ecole primaire Mariette et Henri Gauthier,15 route de Marigny Chemereau,86370,PU,16/08/1965,,6,Vienne
0860364D,20006349300049,13.0,151,Ecole primaire René Bureau,8 rue Auguste Poulin,86380,PU,16/08/1965,,6,Vienne
0860366F,21860148200027,13.0,151,Ecole primaire Marnay,2 rue des Ecoles,86160,PU,16/08/1965,,6,Vienne
0860368H,21860149000020,13.0,151,Ecole primaire,RUE DE LA MAIRIE,86330,PU,16/08/1965,31/12/1988,6,Vienne
0860370K,21860152400026,13.0,101,Ecole maternelle de Mauprevoir,4 allée de la Promenade,86460,PU,16/08/1965,,6,Vienne
