code_ogr;libelle_appellation_long;libelle_appellation_court;code_rome;transition_eco;transition_num;transition_demo;emploi_reglemente;emploi_cadre;classification;origine
19447;Soigneur / Soigneuse d'équidés;Soigneur / Soigneuse d'équidés;A1501;;;;;;SYNONYME;
19448;Soigneur / Soigneuse en parc zoologique;Soigneur / Soigneuse en parc zoologique;A1501;;;;;;SYNONYME;
19449;Soigneur / Soigneuse en pension animale;Soigneur / Soigneuse en pension animale;A1501;;;;;;SYNONYME;
19450;Soldat / Soldate;Soldat / Soldate;K1701;;;;;;PRINCIPALE;
19451;Solier-moquettiste / Solière-moquettiste;Solier-moquettiste / Solière-moquettiste;F1609;;;;;;PRINCIPALE;
19452;Sommelier / Sommelière;Sommelier / Sommelière;G1804;;;;;;PRINCIPALE;
19453;Sommelier-caviste / Sommelière-caviste;Sommelier-caviste / Sommelière-caviste;G1804;;;;;;SYNONYME;
19454;Sondeur / Sondeuse géologue;Sondeur / Sondeuse géologue;F1105;;;;;;SYNONYME;
19455;Sonorisateur / Sonorisatrice;Sonorisateur / Sonorisatrice;L1508;;;;;;SYNONYME;
19456;Sophrologue;Sophrologue;K1103;;;;;;SYNONYME;
19457;Soudeur / Soudeuse à la flamme;Soudeur / Soudeuse à la flamme;H2913;;;;;;SYNONYME;
19458;Soudeur / Soudeuse à l'arc électrique;Soudeur / Soudeuse à l'arc électrique;H2913;;;;;;SYNONYME;
19459;Soudeur / Soudeuse à l'arc semi-automatique;Soudeur / Soudeuse à l'arc semi-automatique;H2913;;;;;;SYNONYME;
19460;Soudeur / Soudeuse à l'électrode enrobée;Soudeur / Soudeuse à l'électrode enrobée;H2913;;;;;;SYNONYME;
19461;Soudeur / Soudeuse au chalumeau oxyacétylénique;Soudeur / Soudeuse au chalumeau oxyacétylénique;H2913;;;;;;SYNONYME;
19462;Soudeur / Soudeuse au plasma;Soudeur / Soudeuse au plasma;H2913;;;;;;SYNONYME;
19463;Soudeur / Soudeuse chaussures;Soudeur / Soudeuse chaussures;H3201;;;;;;SYNONYME;
19464;Soudeur / Soudeuse en lunetterie;Soudeur / Soudeuse en lunetterie;H2909;;;;;;SYNONYME;
19465;Soudeur / Soudeuse fil fourré;Soudeur / Soudeuse fil fourré;H2913;;;;;;SYNONYME;
19466;Soudeur marin / Soudeuse marine;Soudeur marin / Soudeuse marine;I1502;;;;;;SYNONYME;
19467;Soudeur / Soudeuse Metal Active Gas -MAG-;Soudeur / Soudeuse Metal Active Gas -MAG-;H2913;;;;;;SYNONYME;
19468;Soudeur / Soudeuse Metal Inert Gas -MIG-;Soudeur / Soudeuse Metal Inert Gas -MIG-;H2913;;;;;;SYNONYME;
19469;Soudeur / Soudeuse micro plasma;Soudeur / Soudeuse micro plasma;H2913;;;;;;SYNONYME;
19470;Soudeur / Soudeuse sur machines automatiques de soudage à l'arc;Soudeur(se) sur machines automatiques de soudage à l'arc;H2906;;;;;;SYNONYME;
19471;Soudeur / Soudeuse sur machines automatiques par bombardement d'électrons;Soudeur(se) machines automatiques bombardement d'électrons;H2906;;;;;;SYNONYME;
19472;Soudeur / Soudeuse sur machines automatiques par friction;Soudeur / Soudeuse sur machines automatiques par friction;H2906;;;;;;SYNONYME;
19473;Soudeur / Soudeuse sur machines automatiques par point;Soudeur / Soudeuse sur machines automatiques par point;H2906;;;;;;SYNONYME;
19474;Soudeur / Soudeuse sur machines automatiques par résistance;Soudeur / Soudeuse sur machines automatiques par résistance;H2906;;;;;;SYNONYME;
19475;Soudeur / Soudeuse Tungsten Inert Gas -TIG-;Soudeur / Soudeuse Tungsten Inert Gas -TIG-;H2913;;;;;;SYNONYME;
19476;Soudeur-braseur / Soudeuse-braseuse;Soudeur-braseur / Soudeuse-braseuse;H2913;;;;;;SYNONYME;
19477;Soudeur-plongeur / Soudeuse-plongeuse sous-marin;Soudeur-plongeur / Soudeuse-plongeuse sous-marin;I1502;;;;;;SYNONYME;
19478;Soudeur-scaphandrier / Soudeuse-scaphandrière;Soudeur-scaphandrier / Soudeuse-scaphandrière;I1502;;;;;;SYNONYME;
19479;Soudobraseur / Soudobraseuse;Soudobraseur / Soudobraseuse;H2913;;;;;;SYNONYME;
